,,,,,,,,,,,,,,,
编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
SPP00008,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1/4",Φ13.7,M,0.49,Kg,
SPP00009,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,1/4",Φ13.7,M,0.63,Kg,
SPP00010,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1/4",Φ13.7,M,0.63,Kg,
SPP00011,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,1/4",Φ13.7,M,0.49,Kg,
SPP00012,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,1/4",Φ13.7,M,0.49,Kg,
SPP00013,无缝钢管,SCH40,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,1/4",Φ13.7,M,0.63,Kg,
SPP00014,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3/8",Φ17.1,M,0.63,Kg,
SPP00015,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,3/8",Φ17.1,M,0.84,Kg,
SPP00016,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3/8",Φ17.1,M,0.84,Kg,
SPP00017,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,3/8",Φ17.1,M,1.1,Kg,
SPP00018,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3/8",Φ17.1,M,1.1,Kg,
SPP00019,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3/8",Φ17.1,M,0.63,Kg,
SPP00020,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3/8",Φ17.1,M,0.63,Kg,
SPP00021,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,3/8",Φ17.1,M,0.84,Kg,
SPP00022,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3/8",Φ17.1,M,0.84,Kg,
SPP00023,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,3/8",Φ17.1,M,0.63,Kg,
SPP00024,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,3/8",Φ17.1,M,0.63,Kg,
SPP00025,无缝钢管,SCH40,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,3/8",Φ17.1,M,0.84,Kg,
SPP00026,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,1/2",Φ21.3,M,1.95,Kg,
SPP00027,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1/2",Φ21.3,M,1,Kg,
SPP00028,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,1/2",Φ21.3,M,1.95,Kg,
SPP00029,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,1/2",Φ21.3,M,1.95,Kg,
SPP00030,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,1/2",Φ21.3,M,1.27,Kg,
SPP00031,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1/2",Φ21.3,M,1.27,Kg,
SPP00032,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,1/2",Φ21.3,M,1.62,Kg,
SPP00033,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1/2",Φ21.3,M,1.62,Kg,
SPP00034,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1/2",Φ21.3,M,1,Kg,
SPP00035,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1/2",Φ21.3,M,1,Kg,
SPP00036,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,1/2",Φ21.3,M,1.27,Kg,
SPP00037,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1/2",Φ21.3,M,1.27,Kg,
SPP00038,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,1/2",Φ21.3,M,1,Kg,
SPP00039,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,1/2",Φ21.3,M,1,Kg,
SPP00040,无缝钢管,SCH40,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,1/2",Φ21.3,M,1.27,Kg,
SPP00041,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,3/4",Φ26.7,M,2.9,Kg,
SPP00042,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3/4",Φ26.7,M,1.28,Kg,
SPP00043,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,3/4",Φ26.7,M,2.9,Kg,
SPP00044,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,3/4",Φ26.7,M,2.9,Kg,
SPP00045,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,3/4",Φ26.7,M,1.69,Kg,
SPP00046,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3/4",Φ26.7,M,1.69,Kg,
SPP00047,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,3/4",Φ26.7,M,2.2,Kg,
SPP00048,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3/4",Φ26.7,M,2.2,Kg,
SPP00049,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3/4",Φ26.7,M,1.28,Kg,
SPP00050,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3/4",Φ26.7,M,1.28,Kg,
SPP00051,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,3/4",Φ26.7,M,1.69,Kg,
SPP00052,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3/4",Φ26.7,M,1.69,Kg,
SPP00053,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,3/4",Φ26.7,M,1.28,Kg,
SPP00054,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,3/4",Φ26.7,M,1.28,Kg,
SPP00055,无缝钢管,SCH40,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,3/4",Φ26.7,M,1.69,Kg,
SPP00056,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,1",Φ33.4,M,4.24,Kg,
SPP00057,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1",Φ33.4,M,2.09,Kg,
SPP00058,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,1",Φ33.4,M,4.24,Kg,
SPP00059,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,1",Φ33.4,M,4.24,Kg,
SPP00060,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,1",Φ33.4,M,2.5,Kg,
SPP00061,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1",Φ33.4,M,2.5,Kg,
SPP00062,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,1",Φ33.4,M,3.24,Kg,
SPP00063,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1",Φ33.4,M,3.24,Kg,
SPP00064,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1",Φ33.4,M,2.09,Kg,
SPP00065,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1",Φ33.4,M,2.09,Kg,
SPP00066,无缝钢管,SCH40,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.10M,RCC-M 3,QA2,1",Φ33.4,M,2.5,Kg,
SPP00067,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,1",Φ33.4,M,2.5,Kg,
SPP00068,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1",Φ33.4,M,2.5,Kg,
SPP00069,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,1",Φ33.4,M,2.09,Kg,
SPP00070,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,1",Φ33.4,M,2.09,Kg,
SPP00071,无缝钢管,SCH40,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,1",Φ33.4,M,2.5,Kg,
SPP00072,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,1-1/4",Φ42.2,M,5.61,Kg,
SPP00073,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1-1/4",Φ42.2,M,2.69,Kg,
SPP00074,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,1-1/4",Φ42.2,M,5.61,Kg,
SPP00075,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,1-1/4",Φ42.2,M,5.61,Kg,
SPP00076,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,1-1/4",Φ42.2,M,3.39,Kg,
SPP00077,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1-1/4",Φ42.2,M,3.39,Kg,
SPP00078,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,1-1/4",Φ42.2,M,4.47,Kg,
SPP00079,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1-1/4",Φ42.2,M,4.47,Kg,
SPP00080,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1-1/4",Φ42.2,M,2.69,Kg,
SPP00081,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1-1/4",Φ42.2,M,2.69,Kg,
SPP00082,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,1-1/4",Φ42.2,M,3.39,Kg,
SPP00083,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1-1/4",Φ42.2,M,3.39,Kg,
SPP00084,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,1-1/4",Φ42.2,M,2.69,Kg,
SPP00085,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,1-1/4",Φ42.2,M,2.69,Kg,
SPP00086,无缝钢管,SCH40,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,1-1/4",Φ42.2,M,3.39,Kg,
SPP00087,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,1-1/2",Φ48.3,M,7.25,Kg,
SPP00088,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1-1/2",Φ48.3,M,3.11,Kg,
SPP00089,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,1-1/2",Φ48.3,M,7.25,Kg,
SPP00090,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,1-1/2",Φ48.3,M,7.25,Kg,
SPP00091,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,1-1/2",Φ48.3,M,4.05,Kg,
SPP00092,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1-1/2",Φ48.3,M,4.05,Kg,
SPP00093,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,1-1/2",Φ48.3,M,5.41,Kg,
SPP00094,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,1-1/2",Φ48.3,M,5.41,Kg,
SPP00095,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1-1/2",Φ48.3,M,3.11,Kg,
SPP00096,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1-1/2",Φ48.3,M,3.11,Kg,
SPP00097,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,1-1/2",Φ48.3,M,4.05,Kg,
SPP00098,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1-1/2",Φ48.3,M,4.05,Kg,
SPP00099,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,1-1/2",Φ48.3,M,3.11,Kg,
SPP00100,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,1-1/2",Φ48.3,M,3.11,Kg,
SPP00101,无缝钢管,SCH40,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,1-1/2",Φ48.3,M,4.05,Kg,
SPP00102,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,2",Φ60.3,M,11.11,Kg,
SPP00103,无缝钢管,3.18mm,SS,,20,CP05T3018,API 5L,RCC-M 2,QA1,2",,M,4.48,Kg,
SPP00104,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,2",Φ60.3,M,3.93,Kg,
SPP00105,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,2",Φ60.3,M,11.11,Kg,
SPP00106,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,2",Φ60.3,M,11.11,Kg,
SPP00107,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,2",Φ60.3,M,5.44,Kg,
SPP00108,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,2",Φ60.3,M,5.44,Kg,
SPP00109,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,2",Φ60.3,M,7.48,Kg,
SPP00110,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,2",Φ60.3,M,7.48,Kg,
SPP00111,无缝钢管,3.18mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,2",,M,4.48,Kg,
SPP00112,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.19M,RCC-M 3,QA2,2",Φ60.3,M,3.93,Kg,
SPP00113,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,2",Φ60.3,M,3.93,Kg,
SPP00114,无缝钢管,SCH30,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.10M,RCC-M 3,QA2,2",Φ60.3,M,4.48,Kg,
SPP00115,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,2",Φ60.3,M,5.44,Kg,
SPP00116,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,2",Φ60.3,M,5.44,Kg,
SPP00117,无缝钢管,3.18mm,SS,,20,CP05T3024,API 5L,NA,QNCa,2",,M,4.48,Kg,
SPP00118,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,2",Φ60.3,M,3.93,Kg,
SPP00119,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,2",Φ60.3,M,3.93,Kg,
SPP00120,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,2-1/2",Φ73,M,14.92,Kg,
SPP00121,无缝钢管,3.18mm,SS,,20,CP05T3018,API 5L,RCC-M 2,QA1,2-1/2",,M,5.48,Kg,
SPP00122,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,2-1/2",Φ73,M,5.26,Kg,
SPP00123,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,2-1/2",Φ73,M,14.92,Kg,
SPP00124,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,2-1/2",Φ73,M,14.92,Kg,
SPP00125,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,2-1/2",Φ73,M,8.63,Kg,
SPP00126,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,2-1/2",Φ73,M,8.63,Kg,
SPP00127,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,2-1/2",Φ73,M,11.41,Kg,
SPP00128,无缝钢管,SCH80,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,2-1/2",Φ73,M,11.41,Kg,
SPP00129,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,2-1/2",Φ73,M,11.41,Kg,
SPP00130,无缝钢管,3.18mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,2-1/2",,M,5.48,Kg,
SPP00131,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,2-1/2",Φ73,M,5.26,Kg,
SPP00132,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,2-1/2",Φ73,M,8.63,Kg,
SPP00133,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,2-1/2",Φ73,M,8.63,Kg,
SPP00134,无缝钢管,3.18mm,SS,,20,CP05T3024,API 5L,NA,QNCa,2-1/2",,M,5.48,Kg,
SPP00135,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,2-1/2",Φ73,M,5.26,Kg,
SPP00136,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,2-1/2",Φ73,M,5.26,Kg,
SPP00137,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,3",Φ88.9,M,21.35,Kg,
SPP00138,无缝钢管,3.18mm,SS,,20,CP05T3018,API 5L,RCC-M 2,QA1,3",,M,6.72,Kg,
SPP00139,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3",Φ88.9,M,6.46,Kg,
SPP00140,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,3",Φ88.9,M,21.35,Kg,
SPP00141,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,3",Φ88.9,M,21.35,Kg,
SPP00142,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,3",Φ88.9,M,11.29,Kg,
SPP00143,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3",Φ88.9,M,11.29,Kg,
SPP00144,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,3",Φ88.9,M,15.27,Kg,
SPP00145,无缝钢管,SCH80,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,3",Φ88.9,M,15.27,Kg,
SPP00146,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3",Φ88.9,M,15.27,Kg,
SPP00147,无缝钢管,3.18mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,3",,M,6.72,Kg,
SPP00148,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3",Φ88.9,M,6.46,Kg,
SPP00149,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,3",Φ88.9,M,11.29,Kg,
SPP00150,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3",Φ88.9,M,11.29,Kg,
SPP00151,无缝钢管,3.18mm,SS,,20,CP05T3024,API 5L,NA,QNCa,3",,M,6.72,Kg,
SPP00152,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,3",Φ88.9,M,6.46,Kg,
SPP00153,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,3",Φ88.9,M,6.46,Kg,
SPP00155,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3-1/2",Φ101.6,M,7.41,Kg,
SPP00158,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,3-1/2",Φ101.6,M,13.57,Kg,
SPP00159,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3-1/2",Φ101.6,M,13.57,Kg,
SPP00160,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,3-1/2",Φ101.6,M,18.64,Kg,
SPP00161,无缝钢管,SCH80,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,3-1/2",Φ101.6,M,18.64,Kg,
SPP00162,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,3-1/2",Φ101.6,M,18.64,Kg,
SPP00163,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3-1/2",Φ101.6,M,7.41,Kg,
SPP00164,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,3-1/2",Φ101.6,M,13.57,Kg,
SPP00165,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3-1/2",Φ101.6,M,13.57,Kg,
SPP00166,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,3-1/2",Φ101.6,M,7.41,Kg,
SPP00167,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,3-1/2",Φ101.6,M,7.41,Kg,
SPP00168,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,4",Φ114.3,M,33.54,Kg,
SPP00169,无缝钢管,3.58mm,SS,,20,CP05T3018,API 5L,RCC-M 2,QA1,4",,M,9.78,Kg,
SPP00170,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,4",Φ114.3,M,8.37,Kg,
SPP00171,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,4",Φ114.3,M,33.54,Kg,
SPP00172,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,4",Φ114.3,M,33.54,Kg,
SPP00173,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,4",Φ114.3,M,16.08,Kg,
SPP00174,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,4",Φ114.3,M,16.08,Kg,
SPP00175,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,4",Φ114.3,M,22.32,Kg,
SPP00176,无缝钢管,SCH80,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,4",Φ114.3,M,22.32,Kg,
SPP00177,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,4",Φ114.3,M,22.32,Kg,
SPP00178,无缝钢管,3.58mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,4",,M,9.78,Kg,
SPP00179,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,4",Φ114.3,M,8.37,Kg,
SPP00180,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,4",Φ114.3,M,16.08,Kg,
SPP00181,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,4",Φ114.3,M,16.08,Kg,
SPP00182,无缝钢管,3.58mm,SS,,20,CP05T3024,API 5L,NA,QNCa,4",,M,9.78,Kg,
SPP00183,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,4",Φ114.3,M,8.37,Kg,
SPP00184,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,4",Φ114.3,M,8.37,Kg,
SPP00185,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,5",Φ141.3,M,49.12,Kg,
SPP00186,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,5",Φ141.3,M,11.56,Kg,
SPP00187,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,5",Φ141.3,M,49.12,Kg,
