,编码,类型,英文品名,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级 ,公称直径,外径/Φ,单位,单重,单重单位,备注,
,SPR00143,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"3""x2""",Φ88.9xΦ60.3,个,0.55 ,Kg,,
,SPR00144,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"3""x2""",Φ88.9xΦ60.3,个,0.55 ,Kg,,
,SPR00145,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,2.10 ,Kg,,
,SPR00146,REDU,CONC.REDUCER,同心大小头,3.18mmx3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,1.30 ,Kg,,
,SPR00147,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,0.59 ,Kg,,
,SPR00148,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,2.10 ,Kg,,
,SPR00149,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,2.10 ,Kg,,
,SPR00150,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,1.05 ,Kg,,
,SPR00151,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,1.10 ,Kg,,
,SPR00152,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,1.42 ,Kg,,
,SPR00153,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,1.42 ,Kg,,
,SPR00154,REDU,CONC.REDUCER,同心大小头,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3""x2-1/2""",Φ88.9xΦ73,个,1.49 ,Kg,,
,SPR00155,REDU,CONC.REDUCER,同心大小头,3.18mmx3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"3""x2-1/2""",Φ88.9xΦ73,个,1.30 ,Kg,,
,SPR00156,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3""x2-1/2""",Φ88.9xΦ73,个,0.59 ,Kg,,
,SPR00157,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"3""x2-1/2""",Φ88.9xΦ73,个,1.05 ,Kg,,
,SPR00158,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3""x2-1/2""",Φ88.9xΦ73,个,1.10 ,Kg,,
,SPR00159,REDU,CONC.REDUCER,同心大小头,3.18mmx3.18mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"3""x2-1/2""",Φ88.9xΦ73,个,1.00 ,Kg,,
,SPR00160,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"3""x2-1/2""",Φ88.9xΦ73,个,0.59 ,Kg,,
,SPR00161,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"3""x2-1/2""",Φ88.9xΦ73,个,0.59 ,Kg,,
,SPR00162,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,3.00 ,Kg,,
,SPR00163,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,0.62 ,Kg,,
,SPR00164,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,3.00 ,Kg,,
,SPR00165,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,3.00 ,Kg,,
,SPR00166,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,1.36 ,Kg,,
,SPR00167,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,1.20 ,Kg,,
,SPR00168,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,1.89 ,Kg,,
,SPR00169,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,1.89 ,Kg,,
,SPR00170,REDU,CONC.REDUCER,同心大小头,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,1.60 ,Kg,,
,SPR00171,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,0.62 ,Kg,,
,SPR00172,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,1.36 ,Kg,,
,SPR00173,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,1.20 ,Kg,,
,SPR00174,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,0.62 ,Kg,,
,SPR00175,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x1-1/4""",Φ101.6xΦ42.2,个,0.62 ,Kg,,
,SPR00176,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,3.00 ,Kg,,
,SPR00177,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,0.66 ,Kg,,
,SPR00178,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,3.00 ,Kg,,
,SPR00179,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,3.00 ,Kg,,
,SPR00180,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,1.36 ,Kg,,
,SPR00181,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,1.25 ,Kg,,
,SPR00182,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,1.89 ,Kg,,
,SPR00183,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,1.89 ,Kg,,
,SPR00184,REDU,CONC.REDUCER,同心大小头,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,1.65 ,Kg,,
,SPR00185,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,0.66 ,Kg,,
,SPR00186,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,1.36 ,Kg,,
,SPR00187,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,1.25 ,Kg,,
,SPR00188,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,0.66 ,Kg,,
,SPR00189,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x1-1/2""",Φ101.6xΦ48.3,个,0.66 ,Kg,,
,SPR00190,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,3.00 ,Kg,,
,SPR00191,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,0.71 ,Kg,,
,SPR00192,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,3.00 ,Kg,,
,SPR00193,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,3.00 ,Kg,,
,SPR00194,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,1.36 ,Kg,,
,SPR00195,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,1.35 ,Kg,,
,SPR00196,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,1.89 ,Kg,,
,SPR00197,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,1.89 ,Kg,,
,SPR00198,REDU,CONC.REDUCER,同心大小头,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2""",Φ101.6xΦ60.3,个,1.75 ,Kg,,
,SPR00199,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x2""",Φ101.6xΦ60.3,个,0.71 ,Kg,,
,SPR00200,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"3-1/2""x2""",Φ101.6xΦ60.3,个,1.36 ,Kg,,
,SPR00201,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x2""",Φ101.6xΦ60.3,个,1.35 ,Kg,,
,SPR00202,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x2""",Φ101.6xΦ60.3,个,0.71 ,Kg,,
,SPR00203,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x2""",Φ101.6xΦ60.3,个,0.71 ,Kg,,
,SPR00204,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,3.00 ,Kg,,
,SPR00205,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,0.77 ,Kg,,
,SPR00206,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,3.00 ,Kg,,
,SPR00207,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,3.00 ,Kg,,
,SPR00208,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,1.36 ,Kg,,
,SPR00209,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,1.46 ,Kg,,
,SPR00210,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,1.89 ,Kg,,
,SPR00211,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,1.89 ,Kg,,
,SPR00212,REDU,CONC.REDUCER,同心大小头,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,1.90 ,Kg,,
,SPR00213,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,0.77 ,Kg,,
,SPR00214,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,1.36 ,Kg,,
,SPR00215,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,1.46 ,Kg,,
,SPR00216,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,0.77 ,Kg,,
,SPR00217,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x2-1/2""",Φ101.6xΦ73,个,0.77 ,Kg,,
,SPR00218,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,3.00 ,Kg,,
,SPR00219,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,0.80 ,Kg,,
,SPR00220,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,3.00 ,Kg,,
,SPR00221,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,3.00 ,Kg,,
,SPR00222,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,1.36 ,Kg,,
,SPR00223,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,1.50 ,Kg,,
,SPR00224,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,1.89 ,Kg,,
,SPR00225,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,1.89 ,Kg,,
,SPR00226,REDU,CONC.REDUCER,同心大小头,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""x3""",Φ101.6xΦ88.9,个,2.00 ,Kg,,
,SPR00227,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x3""",Φ101.6xΦ88.9,个,0.80 ,Kg,,
,SPR00228,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"3-1/2""x3""",Φ101.6xΦ88.9,个,1.36 ,Kg,,
,SPR00229,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""x3""",Φ101.6xΦ88.9,个,1.50 ,Kg,,
,SPR00230,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x3""",Φ101.6xΦ88.9,个,0.80 ,Kg,,
,SPR00231,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"3-1/2""x3""",Φ101.6xΦ88.9,个,0.80 ,Kg,,
,SPR00232,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,3.70 ,Kg,,
,SPR00233,REDU,CONC.REDUCER,同心大小头,3.58mmxSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,,Kg,,
,SPR00234,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,0.68 ,Kg,,
,SPR00235,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,3.70 ,Kg,,
,SPR00236,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,3.70 ,Kg,,
,SPR00237,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,1.63 ,Kg,,
,SPR00238,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,1.35 ,Kg,,
,SPR00239,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,2.27 ,Kg,,
,SPR00240,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,2.27 ,Kg,,
,SPR00241,REDU,CONC.REDUCER,同心大小头,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"4""x1-1/2""",Φ114.3xΦ48.3,个,1.90 ,Kg,,
,SPR00242,REDU,CONC.REDUCER,同心大小头,3.58mmxSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"4""x1-1/2""",Φ114.3xΦ48.3,个,2.40 ,Kg,,
,SPR00243,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"4""x1-1/2""",Φ114.3xΦ48.3,个,0.68 ,Kg,,
,SPR00244,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"4""x1-1/2""",Φ114.3xΦ48.3,个,1.63 ,Kg,,
,SPR00245,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"4""x1-1/2""",Φ114.3xΦ48.3,个,1.35 ,Kg,,
,SPR00246,REDU,CONC.REDUCER,同心大小头,3.58mmxSch40,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"4""x1-1/2""",Φ114.3xΦ48.3,个,2.50 ,Kg,,
,SPR00247,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"4""x1-1/2""",Φ114.3xΦ48.3,个,0.68 ,Kg,,
,SPR00248,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"4""x1-1/2""",Φ114.3xΦ48.3,个,0.68 ,Kg,,
,SPR00249,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"4""x2""",Φ114.3xΦ60.3,个,3.70 ,Kg,,
,SPR00250,REDU,CONC.REDUCER,同心大小头,3.58mmx3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,,Kg,,
,SPR00251,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,0.78 ,Kg,,
,SPR00252,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,3.70 ,Kg,,
,SPR00253,REDU,CONC.REDUCER,同心大小头,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,3.70 ,Kg,,
,SPR00254,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,1.63 ,Kg,,
,SPR00255,REDU,CONC.REDUCER,同心大小头,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,1.60 ,Kg,,
,SPR00256,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,2.27 ,Kg,,
,SPR00257,REDU,CONC.REDUCER,同心大小头,Sch80xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,2.27 ,Kg,,
,SPR00258,REDU,CONC.REDUCER,同心大小头,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"4""x2""",Φ114.3xΦ60.3,个,1.95 ,Kg,,
,SPR00259,REDU,CONC.REDUCER,同心大小头,3.58mmx3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"4""x2""",Φ114.3xΦ60.3,个,2.40 ,Kg,,
,SPR00260,REDU,CONC.REDUCER,同心大小头,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"4""x2""",Φ114.3xΦ60.3,个,0.78 ,Kg,,
,SPR00261,REDU,CONC.REDUCER,同心大小头,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"4""x2""",Φ114.3xΦ60.3,个,1.63 ,Kg,,
