,编码,类型,英文品名,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级 ,公称直径,外径/Φ,单位,单重,单重单位,备注,
,SPC00286,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""x1/2""",,个,0.52 ,Kg,,
,SPC00287,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1-1/2""x1/2""",,个,,Kg,,
,SPC00288,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"1-1/2""x1/2""",,个,,Kg,,
,SPC00289,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"1-1/2""x1/2""",,个,0.50 ,Kg,,
,SPC00290,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1-1/2""x1/2""",,个,,Kg,,
,SPC00291,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""x3/4""",,个,,Kg,,
,SPC00292,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""x3/4""",,个,0.52 ,Kg,,
,SPC00293,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"1-1/2""x3/4""",,个,,Kg,,
,SPC00294,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""x3/4""",,个,,Kg,,
,SPC00295,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"1-1/2""x3/4""",,个,,Kg,,
,SPC00296,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""x3/4""",,个,,Kg,,
,SPC00297,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""x3/4""",,个,,Kg,,
,SPC00298,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1-1/2""x3/4""",,个,0.52 ,Kg,,
,SPC00299,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"1-1/2""x3/4""",,个,,Kg,,
,SPC00300,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"1-1/2""x3/4""",,个,0.50 ,Kg,,
,SPC00301,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1-1/2""x3/4""",,个,0.60 ,Kg,,
,SPC00302,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""x1""",,个,,Kg,,
,SPC00303,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""x1""",,个,,Kg,,
,SPC00304,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"1-1/2""x1""",,个,,Kg,,
,SPC00305,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""x1""",,个,,Kg,,
,SPC00306,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"1-1/2""x1""",,个,,Kg,,
,SPC00307,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""x1""",,个,0.52 ,Kg,,
,SPC00308,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""x1""",,个,,Kg,,
,SPC00309,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1-1/2""x1""",,个,0.52 ,Kg,,
,SPC00310,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"1-1/2""x1""",,个,,Kg,,
,SPC00311,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"1-1/2""x1""",,个,0.50 ,Kg,,
,SPC00312,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1-1/2""x1""",,个,0.60 ,Kg,,
,SPC00315,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"1-1/2""x1-1/4""",,个,,Kg,,
,SPC00320,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1-1/2""x1-1/4""",,个,,Kg,,
,SPC00323,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1-1/2""x1-1/4""",,个,,Kg,,
,SPC00337,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"2""x1/4""",,个,,Kg,,
,SPC00342,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"2""x1/4""",,个,,Kg,,
,SPC00345,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"2""x1/4""",,个,0.60 ,Kg,,
,SPC00348,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"2""x3/8""",,个,,Kg,,
,SPC00353,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"2""x3/8""",,个,,Kg,,
,SPC00356,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"2""x3/8""",,个,0.80 ,Kg,,
,SPC00359,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"2""x1/2""",,个,,Kg,,
,SPC00364,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"2""x1/2""",,个,0.95 ,Kg,,
,SPC00367,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"2""x1/2""",,个,,Kg,,
,SPC00368,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,Kg,,
,SPC00369,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,Kg,,
,SPC00370,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,Kg,,
,SPC00371,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,Kg,,
,SPC00372,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,Kg,,
,SPC00373,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"2""x3/4""",,个,,Kg,,
,SPC00374,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"2""x3/4""",,个,0.95 ,Kg,,
,SPC00375,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"2""x3/4""",,个,0.95 ,Kg,,
,SPC00376,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"2""x3/4""",,个,,Kg,,
,SPC00377,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"2""x3/4""",,个,1.00 ,Kg,,
,SPC00378,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"2""x3/4""",,个,0.90 ,Kg,,
,SPC00379,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,,Kg,,
,SPC00380,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,0.95 ,Kg,,
,SPC00381,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,,Kg,,
,SPC00382,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,1.65 ,Kg,,
,SPC00383,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,,Kg,,
,SPC00384,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"2""x1""",,个,,Kg,,
,SPC00385,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"2""x1""",,个,,Kg,,
,SPC00386,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"2""x1""",,个,0.95 ,Kg,,
,SPC00387,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"2""x1""",,个,,Kg,,
,SPC00388,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"2""x1""",,个,1.00 ,Kg,,
,SPC00389,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"2""x1""",,个,1.40 ,Kg,,
,SPC00401,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,Kg,,
,SPC00402,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,Kg,,
,SPC00403,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,Kg,,
,SPC00404,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,Kg,,
,SPC00405,REDU,RED.COUPLING,异径承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,Kg,,
,SPC00406,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"2""x1-1/2""",,个,,Kg,,
,SPC00407,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"2""x1-1/2""",,个,0.95 ,Kg,,
,SPC00408,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"2""x1-1/2""",,个,0.95 ,Kg,,
,SPC00409,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"2""x1-1/2""",,个,,Kg,,
,SPC00410,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"2""x1-1/2""",,个,1.00 ,Kg,,
,SPC00411,REDU,RED.COUPLING,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"2""x1-1/2""",,个,1.40 ,Kg,,
,SPC00412,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,"1/4""",,个,0.07 ,Kg,,
,SPC00413,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.06 ,Kg,,
,SPC00414,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.06 ,Kg,,
,SPC00415,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.07 ,Kg,,
,SPC00416,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.07 ,Kg,,
,SPC00417,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.06 ,Kg,,
,SPC00418,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.06 ,Kg,,
,SPC00419,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.06 ,Kg,,
,SPC00420,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"1/4""",,个,0.06 ,Kg,,
,SPC00421,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"1/4""",,个,0.06 ,Kg,,
,SPC00422,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1/4""",,个,0.06 ,Kg,,
,SPC00423,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,"3/8""",,个,0.10 ,Kg,,
,SPC00424,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.08 ,Kg,,
,SPC00425,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.08 ,Kg,,
,SPC00426,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.10 ,Kg,,
,SPC00427,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.10 ,Kg,,
,SPC00428,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.08 ,Kg,,
,SPC00429,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.08 ,Kg,,
,SPC00430,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.08 ,Kg,,
,SPC00431,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"3/8""",,个,0.08 ,Kg,,
,SPC00432,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"3/8""",,个,0.08 ,Kg,,
,SPC00433,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"3/8""",,个,0.08 ,Kg,,
,SPC00434,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,"1/2""",,个,0.16 ,Kg,,
,SPC00435,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.13 ,Kg,,
,SPC00436,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.13 ,Kg,,
,SPC00437,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.16 ,Kg,,
,SPC00438,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.16 ,Kg,,
,SPC00439,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.13 ,Kg,,
,SPC00440,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.13 ,Kg,,
,SPC00441,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.13 ,Kg,,
,SPC00442,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"1/2""",,个,0.13 ,Kg,,
,SPC00443,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"1/2""",,个,0.13 ,Kg,,
,SPC00444,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1/2""",,个,0.13 ,Kg,,
,SPC00445,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,"3/4""",,个,0.28 ,Kg,,
,SPC00446,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.20 ,Kg,,
,SPC00447,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.20 ,Kg,,
,SPC00448,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.28 ,Kg,,
,SPC00449,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.28 ,Kg,,
,SPC00450,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.20 ,Kg,,
,SPC00451,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.20 ,Kg,,
,SPC00452,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.20 ,Kg,,
,SPC00453,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"3/4""",,个,0.20 ,Kg,,
,SPC00454,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"3/4""",,个,0.20 ,Kg,,
,SPC00455,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"3/4""",,个,0.20 ,Kg,,
,SPC00456,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,"1""",,个,0.48 ,Kg,,
,SPC00457,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.28 ,Kg,,
,SPC00458,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.28 ,Kg,,
,SPC00459,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.48 ,Kg,,
,SPC00460,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.48 ,Kg,,
,SPC00461,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.28 ,Kg,,
,SPC00462,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.28 ,Kg,,
,SPC00463,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.28 ,Kg,,
,SPC00464,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"1""",,个,0.28 ,Kg,,
,SPC00465,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"1""",,个,0.28 ,Kg,,
,SPC00466,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1""",,个,0.28 ,Kg,,
,SPC00467,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.48 ,Kg,,
,SPC00468,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.48 ,Kg,,
,SPC00469,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.65 ,Kg,,
,SPC00470,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.65 ,Kg,,
,SPC00471,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.48 ,Kg,,
,SPC00472,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.48 ,Kg,,
,SPC00473,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.48 ,Kg,,
,SPC00474,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.48 ,Kg,,
,SPC00475,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.48 ,Kg,,
,SPC00476,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.48 ,Kg,,
,SPC00477,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.52 ,Kg,,
,SPC00478,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.52 ,Kg,,
,SPC00479,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.84 ,Kg,,
,SPC00480,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.84 ,Kg,,
,SPC00481,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.52 ,Kg,,
,SPC00482,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.52 ,Kg,,
,SPC00483,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.52 ,Kg,,
,SPC00484,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.52 ,Kg,,
,SPC00485,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.52 ,Kg,,
,SPC00486,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.52 ,Kg,,
,SPC00487,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""",,个,0.95 ,Kg,,
,SPC00488,COUP,COUPLING,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,"2""",,个,0.95 ,Kg,,
,SPC00489,COUP,COUPLING,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,"2""",,个,1.65 ,Kg,,
