编号,品名,型号,材料牌号,材料标准,规格标准,尺寸,制造形式,RCC-M,质保等级,单位,单重,单重单位,备注
SWP00927,热轧工具钢扁钢,FB140x16,Q235B,GB/T 700-2006,GB/T 702-2017,140x16,热轧,S1,QA3,M,17.58,Kg,宽x厚
SWP00928,热轧工具钢扁钢,FB140x18,Q235B,GB/T 700-2006,GB/T 702-2017,140x18,热轧,S1,QA3,M,19.78,Kg,宽x厚
SWP00929,热轧工具钢扁钢,FB140x20,Q235B,GB/T 700-2006,GB/T 702-2017,140x20,热轧,S1,QA3,M,21.95,Kg,宽x厚
SWP00930,热轧工具钢扁钢,FB140x23,Q235B,GB/T 700-2006,GB/T 702-2017,140x23,热轧,S1,QA3,M,25.28,Kg,宽x厚
SWP00931,热轧工具钢扁钢,FB140x25,Q235B,GB/T 700-2006,GB/T 702-2017,140x25,热轧,S1,QA3,M,27.48,Kg,宽x厚
SWP00932,热轧工具钢扁钢,FB140x28,Q235B,GB/T 700-2006,GB/T 702-2017,140x28,热轧,S1,QA3,M,30.77,Kg,宽x厚
SWP00933,热轧工具钢扁钢,FB140x32,Q235B,GB/T 700-2006,GB/T 702-2017,140x32,热轧,S1,QA3,M,35.17,Kg,宽x厚
SWP00934,热轧工具钢扁钢,FB140x36,Q235B,GB/T 700-2006,GB/T 702-2017,140x36,热轧,S1,QA3,M,39.56,Kg,宽x厚
SWP00935,热轧工具钢扁钢,FB140x40,Q235B,GB/T 700-2006,GB/T 702-2017,140x40,热轧,S1,QA3,M,43.96,Kg,宽x厚
SWP00936,热轧工具钢扁钢,FB140x45,Q235B,GB/T 700-2006,GB/T 702-2017,140x45,热轧,S1,QA3,M,49.46,Kg,宽x厚
SWP00937,热轧工具钢扁钢,FB140x50,Q235B,GB/T 700-2006,GB/T 702-2017,140x50,热轧,S1,QA3,M,54.95,Kg,宽x厚
SWP00938,热轧工具钢扁钢,FB140x56,Q235B,GB/T 700-2006,GB/T 702-2017,140x56,热轧,S1,QA3,M,61.54,Kg,宽x厚
SWP00939,热轧工具钢扁钢,FB140x63,Q235B,GB/T 700-2006,GB/T 702-2017,140x63,热轧,S1,QA3,M,69.24,Kg,宽x厚
SWP00940,热轧工具钢扁钢,FB140x71,Q235B,GB/T 700-2006,GB/T 702-2017,140x71,热轧,S1,QA3,M,78.03,Kg,宽x厚
SWP00941,热轧工具钢扁钢,FB140x80,Q235B,GB/T 700-2006,GB/T 702-2017,140x80,热轧,S1,QA3,M,87.92,Kg,宽x厚
SWP00942,热轧工具钢扁钢,FB140x90,Q235B,GB/T 700-2006,GB/T 702-2017,140x90,热轧,S1,QA3,M,98.91,Kg,宽x厚
SWP00943,热轧工具钢扁钢,FB140x100,Q235B,GB/T 700-2006,GB/T 702-2017,140x100,热轧,S1,QA3,M,109.9,Kg,宽x厚
SWP00944,热轧工具钢扁钢,FB160x4,Q235B,GB/T 700-2006,GB/T 702-2017,160x4,热轧,S1,QA3,M,5.02,Kg,宽x厚
SWP00945,热轧工具钢扁钢,FB160x6,Q235B,GB/T 700-2006,GB/T 702-2017,160x6,热轧,S1,QA3,M,7.54,Kg,宽x厚
SWP00946,热轧工具钢扁钢,FB160x8,Q235B,GB/T 700-2006,GB/T 702-2017,160x8,热轧,S1,QA3,M,10.05,Kg,宽x厚
SWP00947,热轧工具钢扁钢,FB160x10,Q235B,GB/T 700-2006,GB/T 702-2017,160x10,热轧,S1,QA3,M,12.56,Kg,宽x厚
SWP00948,热轧工具钢扁钢,FB160x13,Q235B,GB/T 700-2006,GB/T 702-2017,160x13,热轧,S1,QA3,M,16.33,Kg,宽x厚
SWP00949,热轧工具钢扁钢,FB160x16,Q235B,GB/T 700-2006,GB/T 702-2017,160x16,热轧,S1,QA3,M,20.1,Kg,宽x厚
SWP00950,热轧工具钢扁钢,FB160x18,Q235B,GB/T 700-2006,GB/T 702-2017,160x18,热轧,S1,QA3,M,22.61,Kg,宽x厚
SWP00951,热轧工具钢扁钢,FB160x20,Q235B,GB/T 700-2006,GB/T 702-2017,160x20,热轧,S1,QA3,M,25.12,Kg,宽x厚
SWP00952,热轧工具钢扁钢,FB160x23,Q235B,GB/T 700-2006,GB/T 702-2017,160x23,热轧,S1,QA3,M,28.89,Kg,宽x厚
SWP00953,热轧工具钢扁钢,FB160x25,Q235B,GB/T 700-2006,GB/T 702-2017,160x25,热轧,S1,QA3,M,31.4,Kg,宽x厚
SWP00954,热轧工具钢扁钢,FB160x28,Q235B,GB/T 700-2006,GB/T 702-2017,160x28,热轧,S1,QA3,M,35.17,Kg,宽x厚
SWP00955,热轧工具钢扁钢,FB160x32,Q235B,GB/T 700-2006,GB/T 702-2017,160x32,热轧,S1,QA3,M,40.19,Kg,宽x厚
SWP00956,热轧工具钢扁钢,FB160x36,Q235B,GB/T 700-2006,GB/T 702-2017,160x36,热轧,S1,QA3,M,45.22,Kg,宽x厚
SWP00957,热轧工具钢扁钢,FB160x40,Q235B,GB/T 700-2006,GB/T 702-2017,160x40,热轧,S1,QA3,M,50.24,Kg,宽x厚
SWP00958,热轧工具钢扁钢,FB160x45,Q235B,GB/T 700-2006,GB/T 702-2017,160x45,热轧,S1,QA3,M,56.52,Kg,宽x厚
SWP00959,热轧工具钢扁钢,FB160x50,Q235B,GB/T 700-2006,GB/T 702-2017,160x50,热轧,S1,QA3,M,62.8,Kg,宽x厚
SWP00960,热轧工具钢扁钢,FB160x56,Q235B,GB/T 700-2006,GB/T 702-2017,160x56,热轧,S1,QA3,M,70.34,Kg,宽x厚
SWP00961,热轧工具钢扁钢,FB160x63,Q235B,GB/T 700-2006,GB/T 702-2017,160x63,热轧,S1,QA3,M,79.13,Kg,宽x厚
SWP00962,热轧工具钢扁钢,FB160x71,Q235B,GB/T 700-2006,GB/T 702-2017,160x71,热轧,S1,QA3,M,89.18,Kg,宽x厚
SWP00963,热轧工具钢扁钢,FB160x80,Q235B,GB/T 700-2006,GB/T 702-2017,160x80,热轧,S1,QA3,M,100.48,Kg,宽x厚
SWP00964,热轧工具钢扁钢,FB160x90,Q235B,GB/T 700-2006,GB/T 702-2017,160x90,热轧,S1,QA3,M,113.04,Kg,宽x厚
SWP00965,热轧工具钢扁钢,FB160x100,Q235B,GB/T 700-2006,GB/T 702-2017,160x100,热轧,S1,QA3,M,125.6,Kg,宽x厚
SWP00966,热轧工具钢扁钢,FB180x4,Q235B,GB/T 700-2006,GB/T 702-2017,180x4,热轧,S1,QA3,M,5.65,Kg,宽x厚
SWP00967,热轧工具钢扁钢,FB180x6,Q235B,GB/T 700-2006,GB/T 702-2017,180x6,热轧,S1,QA3,M,8.48,Kg,宽x厚
SWP00968,热轧工具钢扁钢,FB180x8,Q235B,GB/T 700-2006,GB/T 702-2017,180x8,热轧,S1,QA3,M,11.3,Kg,宽x厚
SWP00969,热轧工具钢扁钢,FB180x10,Q235B,GB/T 700-2006,GB/T 702-2017,180x10,热轧,S1,QA3,M,14.13,Kg,宽x厚
SWP00970,热轧工具钢扁钢,FB180x13,Q235B,GB/T 700-2006,GB/T 702-2017,180x13,热轧,S1,QA3,M,18.37,Kg,宽x厚
SWP00971,热轧工具钢扁钢,FB180x16,Q235B,GB/T 700-2006,GB/T 702-2017,180x16,热轧,S1,QA3,M,22.61,Kg,宽x厚
SWP00972,热轧工具钢扁钢,FB180x18,Q235B,GB/T 700-2006,GB/T 702-2017,180x18,热轧,S1,QA3,M,25.43,Kg,宽x厚
SWP00973,热轧工具钢扁钢,FB180x20,Q235B,GB/T 700-2006,GB/T 702-2017,180x20,热轧,S1,QA3,M,28.26,Kg,宽x厚
SWP00974,热轧工具钢扁钢,FB180x23,Q235B,GB/T 700-2006,GB/T 702-2017,180x23,热轧,S1,QA3,M,32.5,Kg,宽x厚
SWP00975,热轧工具钢扁钢,FB180x25,Q235B,GB/T 700-2006,GB/T 702-2017,180x25,热轧,S1,QA3,M,35.33,Kg,宽x厚
SWP00976,热轧工具钢扁钢,FB180x28,Q235B,GB/T 700-2006,GB/T 702-2017,180x28,热轧,S1,QA3,M,39.56,Kg,宽x厚
SWP00977,热轧工具钢扁钢,FB180x32,Q235B,GB/T 700-2006,GB/T 702-2017,180x32,热轧,S1,QA3,M,45.22,Kg,宽x厚
SWP00978,热轧工具钢扁钢,FB180x36,Q235B,GB/T 700-2006,GB/T 702-2017,180x36,热轧,S1,QA3,M,50.87,Kg,宽x厚
SWP00979,热轧工具钢扁钢,FB180x40,Q235B,GB/T 700-2006,GB/T 702-2017,180x40,热轧,S1,QA3,M,56.52,Kg,宽x厚
SWP00980,热轧工具钢扁钢,FB180x45,Q235B,GB/T 700-2006,GB/T 702-2017,180x45,热轧,S1,QA3,M,63.59,Kg,宽x厚
SWP00981,热轧工具钢扁钢,FB180x50,Q235B,GB/T 700-2006,GB/T 702-2017,180x50,热轧,S1,QA3,M,70.65,Kg,宽x厚
SWP00982,热轧工具钢扁钢,FB180x56,Q235B,GB/T 700-2006,GB/T 702-2017,180x56,热轧,S1,QA3,M,79.13,Kg,宽x厚
SWP00983,热轧工具钢扁钢,FB180x63,Q235B,GB/T 700-2006,GB/T 702-2017,180x63,热轧,S1,QA3,M,89.02,Kg,宽x厚
SWP00984,热轧工具钢扁钢,FB180x71,Q235B,GB/T 700-2006,GB/T 702-2017,180x71,热轧,S1,QA3,M,100.32,Kg,宽x厚
SWP00985,热轧工具钢扁钢,FB180x80,Q235B,GB/T 700-2006,GB/T 702-2017,180x80,热轧,S1,QA3,M,113.04,Kg,宽x厚
SWP00986,热轧工具钢扁钢,FB180x90,Q235B,GB/T 700-2006,GB/T 702-2017,180x90,热轧,S1,QA3,M,127.17,Kg,宽x厚
SWP00987,热轧工具钢扁钢,FB180x100,Q235B,GB/T 700-2006,GB/T 702-2017,180x100,热轧,S1,QA3,M,141.3,Kg,宽x厚
SWP00988,热轧工具钢扁钢,FB200x4,Q235B,GB/T 700-2006,GB/T 702-2017,200x4,热轧,S1,QA3,M,6.28,Kg,宽x厚
SWP00989,热轧工具钢扁钢,FB200x6,Q235B,GB/T 700-2006,GB/T 702-2017,200x6,热轧,S1,QA3,M,9.42,Kg,宽x厚
SWP00990,热轧工具钢扁钢,FB200x8,Q235B,GB/T 700-2006,GB/T 702-2017,200x8,热轧,S1,QA3,M,12.56,Kg,宽x厚
SWP00991,热轧工具钢扁钢,FB200x10,Q235B,GB/T 700-2006,GB/T 702-2017,200x10,热轧,S1,QA3,M,15.7,Kg,宽x厚
SWP00992,热轧工具钢扁钢,FB200x13,Q235B,GB/T 700-2006,GB/T 702-2017,200x13,热轧,S1,QA3,M,20.41,Kg,宽x厚
SWP00993,热轧工具钢扁钢,FB200x16,Q235B,GB/T 700-2006,GB/T 702-2017,200x16,热轧,S1,QA3,M,25.12,Kg,宽x厚
SWP00994,热轧工具钢扁钢,FB200x18,Q235B,GB/T 700-2006,GB/T 702-2017,200x18,热轧,S1,QA3,M,28.26,Kg,宽x厚
SWP00995,热轧工具钢扁钢,FB200x20,Q235B,GB/T 700-2006,GB/T 702-2017,200x20,热轧,S1,QA3,M,31.4,Kg,宽x厚
SWP00996,热轧工具钢扁钢,FB200x23,Q235B,GB/T 700-2006,GB/T 702-2017,200x23,热轧,S1,QA3,M,36.11,Kg,宽x厚
SWP00997,热轧工具钢扁钢,FB200x25,Q235B,GB/T 700-2006,GB/T 702-2017,200x25,热轧,S1,QA3,M,39.25,Kg,宽x厚
SWP00998,热轧工具钢扁钢,FB200x28,Q235B,GB/T 700-2006,GB/T 702-2017,200x28,热轧,S1,QA3,M,43.96,Kg,宽x厚
SWP00999,热轧工具钢扁钢,FB200x32,Q235B,GB/T 700-2006,GB/T 702-2017,200x32,热轧,S1,QA3,M,50.24,Kg,宽x厚
SWP01000,热轧工具钢扁钢,FB200x36,Q235B,GB/T 700-2006,GB/T 702-2017,200x36,热轧,S1,QA3,M,56.52,Kg,宽x厚
SWP01001,热轧工具钢扁钢,FB200x40,Q235B,GB/T 700-2006,GB/T 702-2017,200x40,热轧,S1,QA3,M,62.8,Kg,宽x厚
SWP01002,热轧工具钢扁钢,FB200x45,Q235B,GB/T 700-2006,GB/T 702-2017,200x45,热轧,S1,QA3,M,70.65,Kg,宽x厚
SWP01003,热轧工具钢扁钢,FB200x50,Q235B,GB/T 700-2006,GB/T 702-2017,200x50,热轧,S1,QA3,M,78.5,Kg,宽x厚
SWP01004,热轧工具钢扁钢,FB200x56,Q235B,GB/T 700-2006,GB/T 702-2017,200x56,热轧,S1,QA3,M,87.92,Kg,宽x厚
SWP01005,热轧工具钢扁钢,FB200x63,Q235B,GB/T 700-2006,GB/T 702-2017,200x63,热轧,S1,QA3,M,98.91,Kg,宽x厚
SWP01006,热轧工具钢扁钢,FB200x71,Q235B,GB/T 700-2006,GB/T 702-2017,200x71,热轧,S1,QA3,M,111.47,Kg,宽x厚
SWP01007,热轧工具钢扁钢,FB200x80,Q235B,GB/T 700-2006,GB/T 702-2017,200x80,热轧,S1,QA3,M,125.6,Kg,宽x厚
SWP01008,热轧工具钢扁钢,FB200x90,Q235B,GB/T 700-2006,GB/T 702-2017,200x90,热轧,S1,QA3,M,141.3,Kg,宽x厚
SWP01009,热轧工具钢扁钢,FB200x100,Q235B,GB/T 700-2006,GB/T 702-2017,200x100,热轧,S1,QA3,M,157,Kg,宽x厚
SWP01010,热轧工具钢扁钢,FB224x4,Q235B,GB/T 700-2006,GB/T 702-2017,224x4,热轧,S1,QA3,M,7.03,Kg,宽x厚
SWP01011,热轧工具钢扁钢,FB224x6,Q235B,GB/T 700-2006,GB/T 702-2017,224x6,热轧,S1,QA3,M,10.55,Kg,宽x厚
SWP01012,热轧工具钢扁钢,FB224x8,Q235B,GB/T 700-2006,GB/T 702-2017,224x8,热轧,S1,QA3,M,14.07,Kg,宽x厚
SWP01013,热轧工具钢扁钢,FB224x10,Q235B,GB/T 700-2006,GB/T 702-2017,224x10,热轧,S1,QA3,M,17.58,Kg,宽x厚
SWP01014,热轧工具钢扁钢,FB224x13,Q235B,GB/T 700-2006,GB/T 702-2017,224x13,热轧,S1,QA3,M,22.86,Kg,宽x厚
SWP01015,热轧工具钢扁钢,FB224x16,Q235B,GB/T 700-2006,GB/T 702-2017,224x16,热轧,S1,QA3,M,28.13,Kg,宽x厚
SWP01016,热轧工具钢扁钢,FB224x18,Q235B,GB/T 700-2006,GB/T 702-2017,224x18,热轧,S1,QA3,M,31.65,Kg,宽x厚
SWP01017,热轧工具钢扁钢,FB224x20,Q235B,GB/T 700-2006,GB/T 702-2017,224x20,热轧,S1,QA3,M,35.17,Kg,宽x厚
SWP01018,热轧工具钢扁钢,FB224x23,Q235B,GB/T 700-2006,GB/T 702-2017,224x23,热轧,S1,QA3,M,40.44,Kg,宽x厚
SWP01019,热轧工具钢扁钢,FB224x25,Q235B,GB/T 700-2006,GB/T 702-2017,224x25,热轧,S1,QA3,M,43.96,Kg,宽x厚
SWP01020,热轧工具钢扁钢,FB224x28,Q235B,GB/T 700-2006,GB/T 702-2017,224x28,热轧,S1,QA3,M,49.24,Kg,宽x厚
SWP01021,热轧工具钢扁钢,FB224x32,Q235B,GB/T 700-2006,GB/T 702-2017,224x32,热轧,S1,QA3,M,56.27,Kg,宽x厚
SWP01022,热轧工具钢扁钢,FB224x36,Q235B,GB/T 700-2006,GB/T 702-2017,224x36,热轧,S1,QA3,M,63.3,Kg,宽x厚
SWP01023,热轧工具钢扁钢,FB224x40,Q235B,GB/T 700-2006,GB/T 702-2017,224x40,热轧,S1,QA3,M,70.34,Kg,宽x厚
SWP01024,热轧工具钢扁钢,FB224x45,Q235B,GB/T 700-2006,GB/T 702-2017,224x45,热轧,S1,QA3,M,79.13,Kg,宽x厚
SWP01025,热轧工具钢扁钢,FB224x50,Q235B,GB/T 700-2006,GB/T 702-2017,224x50,热轧,S1,QA3,M,87.92,Kg,宽x厚
SWP01026,热轧工具钢扁钢,FB224x56,Q235B,GB/T 700-2006,GB/T 702-2017,224x56,热轧,S1,QA3,M,98.47,Kg,宽x厚
SWP01027,热轧工具钢扁钢,FB224x63,Q235B,GB/T 700-2006,GB/T 702-2017,224x63,热轧,S1,QA3,M,110.78,Kg,宽x厚
SWP01028,热轧工具钢扁钢,FB224x71,Q235B,GB/T 700-2006,GB/T 702-2017,224x71,热轧,S1,QA3,M,124.85,Kg,宽x厚
SWP01029,热轧工具钢扁钢,FB224x80,Q235B,GB/T 700-2006,GB/T 702-2017,224x80,热轧,S1,QA3,M,140.67,Kg,宽x厚
SWP01030,热轧工具钢扁钢,FB224x90,Q235B,GB/T 700-2006,GB/T 702-2017,224x90,热轧,S1,QA3,M,158.26,Kg,宽x厚
SWP01031,热轧工具钢扁钢,FB224x100,Q235B,GB/T 700-2006,GB/T 702-2017,224x100,热轧,S1,QA3,M,175.844,Kg,宽x厚
SWP01032,热轧工具钢扁钢,FB250x4,Q235B,GB/T 700-2006,GB/T 702-2017,250x4,热轧,S1,QA3,M,7.85,Kg,宽x厚
SWP01033,热轧工具钢扁钢,FB250x6,Q235B,GB/T 700-2006,GB/T 702-2017,250x6,热轧,S1,QA3,M,11.78,Kg,宽x厚
SWP01034,热轧工具钢扁钢,FB250x8,Q235B,GB/T 700-2006,GB/T 702-2017,250x8,热轧,S1,QA3,M,15.7,Kg,宽x厚
SWP01035,热轧工具钢扁钢,FB250x10,Q235B,GB/T 700-2006,GB/T 702-2017,250x10,热轧,S1,QA3,M,19.63,Kg,宽x厚
SWP01036,热轧工具钢扁钢,FB250x13,Q235B,GB/T 700-2006,GB/T 702-2017,250x13,热轧,S1,QA3,M,25.51,Kg,宽x厚
SWP01037,热轧工具钢扁钢,FB250x16,Q235B,GB/T 700-2006,GB/T 702-2017,250x16,热轧,S1,QA3,M,31.4,Kg,宽x厚
SWP01038,热轧工具钢扁钢,FB250x18,Q235B,GB/T 700-2006,GB/T 702-2017,250x18,热轧,S1,QA3,M,35.33,Kg,宽x厚
SWP01039,热轧工具钢扁钢,FB250x20,Q235B,GB/T 700-2006,GB/T 702-2017,250x20,热轧,S1,QA3,M,39.25,Kg,宽x厚
SWP01040,热轧工具钢扁钢,FB250x23,Q235B,GB/T 700-2006,GB/T 702-2017,250x23,热轧,S1,QA3,M,45.14,Kg,宽x厚
SWP01041,热轧工具钢扁钢,FB250x25,Q235B,GB/T 700-2006,GB/T 702-2017,250x25,热轧,S1,QA3,M,49.06,Kg,宽x厚
SWP01042,热轧工具钢扁钢,FB250x28,Q235B,GB/T 700-2006,GB/T 702-2017,250x28,热轧,S1,QA3,M,54.95,Kg,宽x厚
SWP01043,热轧工具钢扁钢,FB250x32,Q235B,GB/T 700-2006,GB/T 702-2017,250x32,热轧,S1,QA3,M,62.8,Kg,宽x厚
SWP01044,热轧工具钢扁钢,FB250x36,Q235B,GB/T 700-2006,GB/T 702-2017,250x36,热轧,S1,QA3,M,70.65,Kg,宽x厚
SWP01045,热轧工具钢扁钢,FB250x40,Q235B,GB/T 700-2006,GB/T 702-2017,250x40,热轧,S1,QA3,M,78.5,Kg,宽x厚
SWP01046,热轧工具钢扁钢,FB250x45,Q235B,GB/T 700-2006,GB/T 702-2017,250x45,热轧,S1,QA3,M,88.31,Kg,宽x厚
SWP01047,热轧工具钢扁钢,FB250x50,Q235B,GB/T 700-2006,GB/T 702-2017,250x50,热轧,S1,QA3,M,98.13,Kg,宽x厚
SWP01048,热轧工具钢扁钢,FB250x56,Q235B,GB/T 700-2006,GB/T 702-2017,250x56,热轧,S1,QA3,M,109.9,Kg,宽x厚
SWP01049,热轧工具钢扁钢,FB250x63,Q235B,GB/T 700-2006,GB/T 702-2017,250x63,热轧,S1,QA3,M,123.64,Kg,宽x厚
SWP01050,热轧工具钢扁钢,FB250x71,Q235B,GB/T 700-2006,GB/T 702-2017,250x71,热轧,S1,QA3,M,139.34,Kg,宽x厚
SWP01051,热轧工具钢扁钢,FB250x80,Q235B,GB/T 700-2006,GB/T 702-2017,250x80,热轧,S1,QA3,M,157,Kg,宽x厚
SWP01052,热轧工具钢扁钢,FB250x90,Q235B,GB/T 700-2006,GB/T 702-2017,250x90,热轧,S1,QA3,M,176.63,Kg,宽x厚
SWP01053,热轧工具钢扁钢,FB250x100,Q235B,GB/T 700-2006,GB/T 702-2017,250x100,热轧,S1,QA3,M,196.25,Kg,宽x厚
SWP01054,热轧工具钢扁钢,FB280x4,Q235B,GB/T 700-2006,GB/T 702-2017,280x4,热轧,S1,QA3,M,8.79,Kg,宽x厚
SWP01055,热轧工具钢扁钢,FB280x6,Q235B,GB/T 700-2006,GB/T 702-2017,280x6,热轧,S1,QA3,M,13.19,Kg,宽x厚
SWP01056,热轧工具钢扁钢,FB280x8,Q235B,GB/T 700-2006,GB/T 702-2017,280x8,热轧,S1,QA3,M,17.58,Kg,宽x厚
SWP01057,热轧工具钢扁钢,FB280x10,Q235B,GB/T 700-2006,GB/T 702-2017,280x10,热轧,S1,QA3,M,21.98,Kg,宽x厚
SWP01058,热轧工具钢扁钢,FB280x13,Q235B,GB/T 700-2006,GB/T 702-2017,280x13,热轧,S1,QA3,M,28.57,Kg,宽x厚
SWP01059,热轧工具钢扁钢,FB280x16,Q235B,GB/T 700-2006,GB/T 702-2017,280x16,热轧,S1,QA3,M,35.17,Kg,宽x厚
SWP01060,热轧工具钢扁钢,FB280x18,Q235B,GB/T 700-2006,GB/T 702-2017,280x18,热轧,S1,QA3,M,39.56,Kg,宽x厚
SWP01061,热轧工具钢扁钢,FB280x20,Q235B,GB/T 700-2006,GB/T 702-2017,280x20,热轧,S1,QA3,M,43.96,Kg,宽x厚
SWP01062,热轧工具钢扁钢,FB280x23,Q235B,GB/T 700-2006,GB/T 702-2017,280x23,热轧,S1,QA3,M,50.55,Kg,宽x厚
SWP01063,热轧工具钢扁钢,FB280x25,Q235B,GB/T 700-2006,GB/T 702-2017,280x25,热轧,S1,QA3,M,54.95,Kg,宽x厚
SWP01064,热轧工具钢扁钢,FB280x28,Q235B,GB/T 700-2006,GB/T 702-2017,280x28,热轧,S1,QA3,M,61.54,Kg,宽x厚
SWP01065,热轧工具钢扁钢,FB280x32,Q235B,GB/T 700-2006,GB/T 702-2017,280x32,热轧,S1,QA3,M,70.34,Kg,宽x厚
SWP01066,热轧工具钢扁钢,FB280x36,Q235B,GB/T 700-2006,GB/T 702-2017,280x36,热轧,S1,QA3,M,79.13,Kg,宽x厚
SWP01067,热轧工具钢扁钢,FB280x40,Q235B,GB/T 700-2006,GB/T 702-2017,280x40,热轧,S1,QA3,M,87.92,Kg,宽x厚
SWP01068,热轧工具钢扁钢,FB280x45,Q235B,GB/T 700-2006,GB/T 702-2017,280x45,热轧,S1,QA3,M,98.91,Kg,宽x厚
SWP01069,热轧工具钢扁钢,FB280x50,Q235B,GB/T 700-2006,GB/T 702-2017,280x50,热轧,S1,QA3,M,109.9,Kg,宽x厚
SWP01070,热轧工具钢扁钢,FB280x56,Q235B,GB/T 700-2006,GB/T 702-2017,280x56,热轧,S1,QA3,M,123.09,Kg,宽x厚
SWP01071,热轧工具钢扁钢,FB280x63,Q235B,GB/T 700-2006,GB/T 702-2017,280x63,热轧,S1,QA3,M,138.47,Kg,宽x厚
SWP01072,热轧工具钢扁钢,FB280x71,Q235B,GB/T 700-2006,GB/T 702-2017,280x71,热轧,S1,QA3,M,156.06,Kg,宽x厚
SWP01073,热轧工具钢扁钢,FB280x80,Q235B,GB/T 700-2006,GB/T 702-2017,280x80,热轧,S1,QA3,M,175.84,Kg,宽x厚
SWP01074,热轧工具钢扁钢,FB280x90,Q235B,GB/T 700-2006,GB/T 702-2017,280x90,热轧,S1,QA3,M,197.82,Kg,宽x厚
SWP01075,热轧工具钢扁钢,FB280x100,Q235B,GB/T 700-2006,GB/T 702-2017,280x100,热轧,S1,QA3,M,219.8,Kg,宽x厚
SWP01076,热轧工具钢扁钢,FB310x4,Q235B,GB/T 700-2006,GB/T 702-2017,310x4,热轧,S1,QA3,M,9.73,Kg,宽x厚
SWP01077,热轧工具钢扁钢,FB310x6,Q235B,GB/T 700-2006,GB/T 702-2017,310x6,热轧,S1,QA3,M,14.6,Kg,宽x厚
SWP01078,热轧工具钢扁钢,FB310x8,Q235B,GB/T 700-2006,GB/T 702-2017,310x8,热轧,S1,QA3,M,19.47,Kg,宽x厚
SWP01079,热轧工具钢扁钢,FB310x10,Q235B,GB/T 700-2006,GB/T 702-2017,310x10,热轧,S1,QA3,M,24.34,Kg,宽x厚
SWP01080,热轧工具钢扁钢,FB310x13,Q235B,GB/T 700-2006,GB/T 702-2017,310x13,热轧,S1,QA3,M,31.64,Kg,宽x厚
SWP01081,热轧工具钢扁钢,FB310x16,Q235B,GB/T 700-2006,GB/T 702-2017,310x16,热轧,S1,QA3,M,38.94,Kg,宽x厚
SWP01082,热轧工具钢扁钢,FB310x18,Q235B,GB/T 700-2006,GB/T 702-2017,310x18,热轧,S1,QA3,M,43.8,Kg,宽x厚
SWP01083,热轧工具钢扁钢,FB310x20,Q235B,GB/T 700-2006,GB/T 702-2017,310x20,热轧,S1,QA3,M,48.67,Kg,宽x厚
SWP01084,热轧工具钢扁钢,FB310x23,Q235B,GB/T 700-2006,GB/T 702-2017,310x23,热轧,S1,QA3,M,55.97,Kg,宽x厚
SWP01085,热轧工具钢扁钢,FB310x25,Q235B,GB/T 700-2006,GB/T 702-2017,310x25,热轧,S1,QA3,M,60.84,Kg,宽x厚
SWP01086,热轧工具钢扁钢,FB310x28,Q235B,GB/T 700-2006,GB/T 702-2017,310x28,热轧,S1,QA3,M,68.14,Kg,宽x厚
SWP01087,热轧工具钢扁钢,FB310x32,Q235B,GB/T 700-2006,GB/T 702-2017,310x32,热轧,S1,QA3,M,77.87,Kg,宽x厚
SWP01088,热轧工具钢扁钢,FB310x36,Q235B,GB/T 700-2006,GB/T 702-2017,310x36,热轧,S1,QA3,M,87.61,Kg,宽x厚
SWP01089,热轧工具钢扁钢,FB310x40,Q235B,GB/T 700-2006,GB/T 702-2017,310x40,热轧,S1,QA3,M,97.34,Kg,宽x厚
SWP01090,热轧工具钢扁钢,FB310x45,Q235B,GB/T 700-2006,GB/T 702-2017,310x45,热轧,S1,QA3,M,109.51,Kg,宽x厚
SWP01091,热轧工具钢扁钢,FB310x50,Q235B,GB/T 700-2006,GB/T 702-2017,310x50,热轧,S1,QA3,M,121.68,Kg,宽x厚
SWP01092,热轧工具钢扁钢,FB310x56,Q235B,GB/T 700-2006,GB/T 702-2017,310x56,热轧,S1,QA3,M,136.28,Kg,宽x厚
SWP01093,热轧工具钢扁钢,FB310x63,Q235B,GB/T 700-2006,GB/T 702-2017,310x63,热轧,S1,QA3,M,153.31,Kg,宽x厚
SWP01094,热轧工具钢扁钢,FB310x71,Q235B,GB/T 700-2006,GB/T 702-2017,310x71,热轧,S1,QA3,M,172.78,Kg,宽x厚
SWP01095,热轧工具钢扁钢,FB310x80,Q235B,GB/T 700-2006,GB/T 702-2017,310x80,热轧,S1,QA3,M,194.68,Kg,宽x厚
SWP01096,热轧工具钢扁钢,FB310x90,Q235B,GB/T 700-2006,GB/T 702-2017,310x90,热轧,S1,QA3,M,219.02,Kg,宽x厚
SWP01097,热轧工具钢扁钢,FB310x100,Q235B,GB/T 700-2006,GB/T 702-2017,310x100,热轧,S1,QA3,M,243.35,Kg,宽x厚
SWO00100,方形冷弯空心型钢,QRO20x1.2,Q235B,GB/T 700-2006,GB/T 6728-2017,20x1.2,冷弯,S1,QA3,M,0.679,Kg,边长x壁厚
SWO00101,方形冷弯空心型钢,QRO20x1.5,Q235B,GB/T 700-2006,GB/T 6728-2017,20x1.5,冷弯,S1,QA3,M,0.826,Kg,边长x壁厚
