,编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
,CPE00042,45°长半径弯头,SCH80,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,2.03,KG,
,CPE00043,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,2,KG,
,CPE00044,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""",,个,0.76,KG,
,CPE00045,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"3-1/2""",,个,1.48,KG,
,CPE00046,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"3-1/2""",,个,1.45,KG,
,CPE00047,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"3-1/2""",,个,0.76,KG,
,CPE00048,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"3-1/2""",,个,0.76,KG,
,CPE00049,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"4""",,个,4.05,KG,
,CPE00050,45°长半径弯头,3.58mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"4""",,个,,KG,
,CPE00051,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""",,个,1.1,KG,
,CPE00052,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""",,个,4.05,KG,
,CPE00053,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"4""",,个,4.05,KG,
,CPE00054,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"4""",,个,2.07,KG,
,CPE00055,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""",,个,2.1,KG,
,CPE00056,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"4""",,个,2.8,KG,
,CPE00057,45°长半径弯头,SCH80,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"4""",,个,2.8,KG,
,CPE00058,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"4""",,个,3.1,KG,
,CPE00059,45°长半径弯头,3.58mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"4""",,个,2,KG,
,CPE00060,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"4""",,个,1.1,KG,
,CPE00061,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"4""",,个,2.07,KG,
,CPE00062,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"4""",,个,2.1,KG,
,CPE00063,45°长半径弯头,3.58mm,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"4""",,个,1.95,KG,
,CPE00064,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"4""",,个,1.1,KG,
,CPE00065,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"4""",,个,1.075,KG,
,CPE00066,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"5""",,个,7.45,KG,
,CPE00067,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""",,个,1.8,KG,
,CPE00068,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""",,个,7.45,KG,
,CPE00069,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"5""",,个,7.45,KG,
,CPE00070,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"5""",,个,3.45,KG,
,CPE00071,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""",,个,3.4,KG,
,CPE00072,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"5""",,个,4.81,KG,
,CPE00073,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"5""",,个,4.8,KG,
,CPE00074,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"5""",,个,1.8,KG,
,CPE00075,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"5""",,个,3.45,KG,
,CPE00076,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"5""",,个,3.4,KG,
,CPE00077,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"5""",,个,1.8,KG,
,CPE00078,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"5""",,个,1.8,KG,
,CPE00079,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"6""",,个,12.3,KG,
,CPE00080,45°长半径弯头,4.37mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"6""",,个,5.9,KG,
,CPE00081,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""",,个,12.3,KG,
,CPE00082,45°长半径弯头,SCH120,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"6""",,个,9.85,KG,
,CPE00083,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""",,个,12.3,KG,
,CPE00084,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"6""",,个,12.3,KG,
,CPE00085,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"6""",,个,5.35,KG,
,CPE00086,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""",,个,5.4,KG,
,CPE00087,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"6""",,个,8.25,KG,
,CPE00088,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"6""",,个,8.2,KG,
,CPE00089,45°长半径弯头,4.37mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"6""",,个,5.9,KG,
,CPE00090,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"6""",,个,2.75,KG,
,CPE00091,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"6""",,个,5.35,KG,
,CPE00092,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"6""",,个,5.4,KG,
,CPE00093,45°长半径弯头,4.37mm,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"6""",,个,5.1,KG,
,CPE00094,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"6""",,个,2.75,KG,
,CPE00095,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"6""",,个,2.72,KG,
,CPE00096,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"8""",,个,27,KG,
,CPE00097,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""",,个,5.3,KG,
,CPE00098,45°长半径弯头,SCH120,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"8""",,个,21.95,KG,
,CPE00099,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""",,个,27,KG,
,CPE00100,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"8""",,个,27,KG,
,CPE00101,45°长半径弯头,SCH20,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"8""",,个,8.25,KG,
,CPE00102,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"8""",,个,10.8,KG,
,CPE00103,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""",,个,10.7,KG,
,CPE00104,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"8""",,个,15.8,KG,
,CPE00105,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"8""",,个,16.5,KG,
,CPE00106,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"8""",,个,5.3,KG,
,CPE00107,45°长半径弯头,SCH20,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"8""",,个,8.25,KG,
,CPE00108,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"8""",,个,10.8,KG,
,CPE00109,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"8""",,个,10.7,KG,
,CPE00110,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"8""",,个,5.3,KG,
,CPE00111,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"8""",,个,6.3,KG,
,CPE00112,45°长半径弯头,SCH20,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"8""",,个,9,KG,
,CPE00113,45°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"10""",,个,47,KG,
,CPE00114,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"10""",,个,9.8,KG,
,CPE00115,45°长半径弯头,SCH140,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"10""",,个,47,KG,
,CPE00116,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"10""",,个,52.2,KG,
,CPE00117,45°长半径弯头,SCH20,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"10""",,个,12.9,KG,
,CPE00118,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"10""",,个,18.5,KG,
,CPE00119,45°长半径弯头,SCH60,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"10""",,个,24.3,KG,
,CPE00120,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"10""",,个,30.35,KG,
,CPE00121,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"10""",,个,26,KG,
,CPE00122,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"10""",,个,9.8,KG,
,CPE00123,45°长半径弯头,SCH20,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"10""",,个,12.9,KG,
,CPE00124,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"10""",,个,18.5,KG,
,CPE00125,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"10""",,个,26,KG,
,CPE00126,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"10""",,个,9.8,KG,
,CPE00127,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"10""",,个,9.79,KG,
,CPE00128,45°长半径弯头,SCH20,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"10""",,个,12.9,KG,
,CPE00129,45°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"12""",,个,75.7,KG,
,CPE00130,45°长半径弯头,7.14mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"12""",,个,,KG,
,CPE00131,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"12""",,个,13.6,KG,
,CPE00132,45°长半径弯头,SCH140,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"12""",,个,75.7,KG,
,CPE00133,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"12""",,个,86.85,KG,
,CPE00134,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"12""",,个,30.5,KG,
,CPE00135,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"12""",,个,48.7,KG,
,CPE00136,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"12""",,个,40,KG,
,CPE00137,45°长半径弯头,7.14mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"12""",,个,26.6,KG,
,CPE00138,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"12""",,个,13.6,KG,
,CPE00139,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"12""",,个,30.5,KG,
,CPE00140,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"12""",,个,40,KG,
,CPE00141,45°长半径弯头,7.14mm,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"12""",,个,27,KG,
,CPE00142,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"12""",,个,13.6,KG,
,CPE00143,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"12""",,个,13.6,KG,
,CPE00144,45°长半径弯头,SCH20,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"12""",,个,24.8,KG,
,CPE00145,45°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"14""",,个,107.6,KG,
,CPE00146,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"14""",,个,18.1,KG,
,CPE00147,45°长半径弯头,SCH140,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"14""",,个,107.6,KG,
,CPE00148,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"14""",,个,119.55,KG,
,CPE00149,45°长半径弯头,SCH20,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"14""",,个,30.1,KG,
,CPE00150,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"14""",,个,42.55,KG,
,CPE00151,45°长半径弯头,SCH60,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"14""",,个,46,KG,
,CPE00152,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"14""",,个,69.5,KG,
,CPE00153,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"14""",,个,46,KG,
,CPE00154,45°长半径弯头,SCH20,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"14""",,个,30.1,KG,
,CPE00155,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"14""",,个,42.55,KG,
,CPE00156,45°长半径弯头,SCH60,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"14""",,个,55.84,KG,
,CPE00157,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"14""",,个,18.1,KG,
,CPE00158,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"14""",,个,18.1,KG,
,CPE00159,45°长半径弯头,SCH20,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"14""",,个,32,KG,
,CPE00160,45°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"16""",,个,161.6,KG,
,CPE00161,45°长半径弯头,8.74mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"16""",,个,,KG,
,CPE00162,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"16""",,个,23.8,KG,
,CPE00163,45°长半径弯头,SCH140,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"16""",,个,161.6,KG,
,CPE00164,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"16""",,个,177.2,KG,
,CPE00165,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"16""",,个,60.5,KG,
,CPE00166,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"16""",,个,46.2,KG,
,CPE00167,45°长半径弯头,SCH60,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"16""",,个,80.81,KG,
,CPE00168,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"16""",,个,100,KG,
,CPE00169,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"16""",,个,,KG,
,CPE00170,45°长半径弯头,9.8mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"16""",,个,,KG,
,CPE00171,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"16""",,个,60.5,KG,
,CPE00172,45°长半径弯头,SCH60,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"16""",,个,80.81,KG,
,CPE00173,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"16""",,个,23.8,KG,
,CPE00174,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"16""",,个,23.8,KG,
,CPE00175,45°长半径弯头,SCH20,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"16""",,个,39,KG,
,CPE00176,45°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"18""",,个,222.75,KG,
,CPE00177,45°长半径弯头,31.75mm,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"18""",,个,396.44,KG,
,CPE00178,45°长半径弯头,SCH140,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"18""",,个,222.75,KG,
,CPE00179,45°长半径弯头,SCH20,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"18""",,个,43.85,KG,
,CPE00180,45°长半径弯头,SCH10,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"18""",,个,28.1,KG,
,CPE00181,45°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"20""",,个,308.05,KG,
,CPE00182,45°长半径弯头,SCH140,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"20""",,个,308.05,KG,
,CPE00183,45°长半径弯头,SCH10,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"20""",,个,41.1,KG,
,CPE00184,45°长半径弯头,SCH20,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"20""",,个,73.5,KG,
,CPE00185,45°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"22""",,个,301.05,KG,
,CPE00186,45°长半径弯头,SCH140,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"22""",,个,301.05,KG,
,CPE00187,45°长半径弯头,SCH10,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"22""",,个,49.8,KG,
,CPE00188,45°长半径弯头,SCH30,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"22""",,个,128.1,KG,
,CPE00189,45°长半径弯头,SCH140,SS,BW,026Cr18Ni12Mo2N,1916T3017,ASME B16.9,RCC-M 1,QA1,"24""",,个,523.9,KG,
,CPE00190,45°长半径弯头,SCH140,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"24""",,个,523.9,KG,
,CPE00191,45°长半径弯头,SCH10,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"24""",,个,68,KG,
,CPE00192,45°长半径弯头,SCH10,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"26""",,个,104,KG,
,CPE00193,45°长半径弯头,SCH10,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"28""",,个,121,KG,
,CPE00194,45°长半径弯头,SCH10,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"30""",,个,132.5,KG,
,CPE00195,45°长半径弯头,32mm,SS,BW,P280GH,1916T3031,ASME B16.9,RCC-M 2,QA1,"32""",,个,803.33,KG,
,CPE00196,45°长半径弯头,46mm,SS,BW,P280GH,1916T3031,ASME B16.9,RCC-M 2,QA1,"32""",,个,,KG,
,CPE00197,45°长半径弯头,9.52mm,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"32""",,个,193,KG,
,CPE00198,45°长半径弯头,9.52mm,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"34""",,个,215,KG,
,CPE00199,45°长半径弯头,9.52mm,FS,BW,Q265HR,1916T3021,ASME B16.9,RCC-M 3,QA2,"36""",,个,241,KG,
,CPE00201,45°弯头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 1,QA1,"1/4""",,个,0.16,KG,
,CPE00202,45°弯头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.08,KG,
,CPE00203,45°弯头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.08,KG,
,CPE00204,45°弯头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.16,KG,
,CPE00205,45°弯头,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.16,KG,
,CPE00206,45°弯头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.16,KG,
,CPE00208,45°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.08,KG,
,CPE00209,45°弯头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.08,KG,
,CPE00210,45°弯头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.08,KG,
,CPE00211,45°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1/4""",,个,0.08,KG,
,CPE00212,45°弯头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1/4""",,个,0.08,KG,
,CPE00213,45°弯头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1/4""",,个,0.08,KG,
,CPE00214,45°弯头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 1,QA1,"3/8""",,个,0.28,KG,
,CPE00215,45°弯头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.12,KG,
,CPE00216,45°弯头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.12,KG,
,CPE00217,45°弯头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.28,KG,
,CPE00218,45°弯头,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.28,KG,
,CPE00219,45°弯头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.28,KG,
,CPE00221,45°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.12,KG,
,CPE00222,45°弯头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.12,KG,
,CPE00223,45°弯头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.12,KG,
,CPE00224,45°弯头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"3/8""",,个,0.12,KG,
,CPE00225,45°弯头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"3/8""",,个,0.12,KG,
,CPE00226,45°弯头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"3/8""",,个,0.12,KG,
,CPE00227,45°弯头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 1,QA1,"1/2""",,个,0.3,KG,
,CPE00228,45°弯头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.22,KG,
,CPE00229,45°弯头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.22,KG,
,CPE00230,45°弯头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.3,KG,
