,编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
,CPC00740,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"2""x1""",,个,0.6,KG,
,CPC00741,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"2""x1""",,个,,KG,
,CPC00742,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"2""x1""",,个,0.6,KG,
,CPC00743,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 3,QA2,"2""x1""",,个,0.6,KG,
,CPC00744,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"2""x1""",,个,0.7,KG,
,CPC00745,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"2""x1""",,个,0.7,KG,
,CPC00746,异径套筒,CL3000,FO,MF,20,1916T3025,MSS SP79,NA,QNCa,"2""x1""",,个,0.5,KG,
,CPC00747,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"2""x1-1/4""",,个,,KG,
,CPC00748,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 2,QA1,"2""x1-1/4""",,个,,KG,
,CPC00749,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"2""x1-1/4""",,个,,KG,
,CPC00750,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"2""x1-1/4""",,个,,KG,
,CPC00751,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"2""x1-1/4""",,个,,KG,
,CPC00752,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"2""x1-1/4""",,个,,KG,
,CPC00753,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 3,QA2,"2""x1-1/4""",,个,,KG,
,CPC00754,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"2""x1-1/4""",,个,,KG,
,CPC00755,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"2""x1-1/4""",,个,0.7,KG,
,CPC00756,异径套筒,CL3000,FO,MF,20,1916T3025,MSS SP79,NA,QNCa,"2""x1-1/4""",,个,0.6,KG,
,CPC00758,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1-1/2""x1/4""",,个,,KG,
,CPC00759,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1-1/2""x1/4""",,个,,KG,
,CPC00760,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"1-1/2""x1/4""",,个,,KG,
,CPC00761,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"1-1/2""x1/4""",,个,0.5,KG,
,CPC00762,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"1-1/2""x1/4""",,个,,KG,
,CPC00763,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"1-1/2""x1/4""",,个,0.4,KG,
,CPC00765,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"2""x1/4""",,个,,KG,
,CPC00766,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"2""x1/4""",,个,,KG,
,CPC00767,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"2""x1/4""",,个,,KG,
,CPC00768,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"2""x1/4""",,个,0.6,KG,
,CPC00769,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"2""x1/4""",,个,0.7,KG,
,CPC00770,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"2""x1/4""",,个,0.7,KG,
,CPC00771,等径接头SC-I,1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN8,Φ10,个,,KG,
,CPC00772,等径接头SC-I,1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN10,Φ12,个,,KG,
,CPC00773,等径接头SC-I,1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN15,Φ15,个,,KG,
,CPC00774,等径接头SC-I,1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN20,Φ22,个,,KG,
,CPC00775,等径接头SC-I,1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN25,Φ28,个,,KG,
,CPC00776,等径接头SC-I,2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN32,Φ35,个,,KG,
,CPC00777,异径接头RC-I,1.2mmx1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN10xDN8,Φ12xΦ10,个,,KG,
,CPC00778,异径接头RC-I,1mmx1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN15xDN8,Φ15xΦ10,个,,KG,
,CPC00779,异径接头RC-I,1mmx1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN15xDN10,Φ15xΦ12,个,,KG,
,CPC00780,异径接头RC-I,1.2mmx1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN20xDN10,Φ22xΦ12,个,,KG,
,CPC00781,异径接头RC-I,1.2mmx1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN20xDN15,Φ22xΦ15,个,,KG,
,CPC00782,异径接头RC-I,1.2mmx1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN25xDN15,Φ28xΦ15,个,,KG,
,CPC00783,异径接头RC-I,1.2mmx1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN25xDN20,Φ28xΦ22,个,,KG,
,CPC00784,异径接头RC-I,2mmx1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN32xDN20,Φ35xΦ22,个,,KG,
,CPC00785,异径接头RC-I,2mmx1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN32xDN25,Φ35xΦ28,个,,KG,
,CPC00786,内螺纹转换接头FTC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN8,Φ10,个,,KG,
,CPC00787,内螺纹转换接头FTC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN10,Φ12,个,,KG,
,CPC00788,内螺纹转换接头FTC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN15,Φ15,个,,KG,
,CPC00789,内螺纹转换接头FTC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN20,Φ22,个,,KG,
,CPC00790,内螺纹转换接头FTC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN25,Φ28,个,,KG,
,CPC00791,内螺纹转换接头FTC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN32,Φ35,个,,KG,
,CPC00792,外螺纹转换接头ETC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN8,Φ10,个,,KG,
,CPC00793,外螺纹转换接头ETC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN10,Φ12,个,,KG,
,CPC00794,外螺纹转换接头ETC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN15,Φ15,个,,KG,
,CPC00795,外螺纹转换接头ETC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN20,Φ22,个,,KG,
,CPC00796,外螺纹转换接头ETC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN25,Φ28,个,,KG,
,CPC00797,外螺纹转换接头ETC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN32,Φ35,个,,KG,
,CPC00798,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/4""x3/4""",,个,,KG,
,CPC00799,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/4""x1""",,个,,KG,
,CPC00800,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/4""x1/4""",,个,,KG,
,CPC00801,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/4""x3/8""",,个,,KG,
,CPC00802,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/4""x1/2""",,个,,KG,
,CPC00803,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/2""x1/2""",,个,,KG,
,CPC00804,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/2""x3/4""",,个,,KG,
,CPC00805,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/2""x1""",,个,,KG,
,CPC00806,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/2""x1-1/4""",,个,,KG,
,CPC00807,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1-1/2""x3/8""",,个,,KG,
,CPC00808,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"2""x3/4""",,个,,KG,
,CPC00809,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"2""x1""",,个,0.6,KG,
,CPC00810,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"2""x1-1/4""",,个,,KG,
,CPC00811,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"2""x1-1/2""",,个,,KG,
,CPC00812,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"2""x1/2""",,个,,KG,
,CPC00830,双头承插管接头,1.8mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,"3""",,个,,KG,
,CPC00831,等径接头SC-I,1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN6,Φ8,个,,KG,
,CPC00832,内螺纹转换接头FTC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN6,Φ8,个,,KG,
,CPC00833,外螺纹转换接头ETC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN6,Φ8,个,,KG,
,CPC00834,等径接头SC-I,2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN40,Φ42,个,,KG,
,CPC00835,内螺纹转换接头FTC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN40,Φ42,个,,KG,
,CPC00836,外螺纹转换接头ETC-I,,FO,FIL,HPb59-1,GB/T 1527,GB/T 11618.1,NA,QNCc,DN40,Φ42,个,,KG,
,CPC00837,异径接头RC-I,1mmx1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN8xDN6,Φ10xΦ8,个,,KG,
,CPC00838,异径接头RC-I,2mmx1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN40xDN15,Φ42xΦ15,个,,KG,
,CPC00839,异径接头RC-I,2mmx1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN40xDN20,Φ42xΦ22,个,,KG,
,CPC00840,异径接头RC-I,2mmx1.2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN40xDN25,Φ42xΦ28,个,,KG,
,CPC00841,异径接头RC-I,2mmx2mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN40xDN32,Φ42xΦ35,个,,KG,
,CPC00849,异径接头RC-I,2mmx1mm,FO,SW,TP2,GB/T 18033,GB/T 11618.1,NA,QNCc,DN32xDN15,Φ35xΦ15,个,,KG,
,CPC00850,双头螺纹管接头,,,FIL,022Cr19Ni10,1916T3038,1916E4001-019,RCC-M 2,QA1,"1""",,个,8.631,KG,
,CPC00859,双头螺纹管接头,CL3000,FO,FIL,20,1916T3025,ASME B16.11,NA,QNCa,"1/2""",,个,,KG,
,CPC00860,异径螺纹管接头,CL3000,FO,FIL,20,1916T3025,ASME B16.11,NA,QNCa,"3/4""x1/2""",,个,,KG,
,CPC00861,异径螺纹管接头,CL3000,FO,FIL,20,1916T3025,ASME B16.11,NA,QNCa,"1""x1/2""",,个,,KG,
,CPC00862,异径螺纹管接头,CL3000,FO,FIL,20,1916T3025,ASME B16.11,NA,QNCa,"1-1/2""x1/2""",,个,,KG,
,CPC00863,双头螺纹管接头,CL3000,FO,FIL,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1/2""",,个,,KG,
,CPC00864,异径螺纹管接头,CL3000,FO,FIL,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"3/4""x1/2""",,个,,KG,
,CPC00865,异径螺纹管接头,CL3000,FO,FIL,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1""x1/2""",,个,,KG,
,CPC00866,异径螺纹管接头,CL3000,FO,FIL,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1-1/2""x1/2""",,个,,KG,
,CPC00867,双头螺纹管接头,CL3000,FO,FIL,20,1916T3025,ASME B16.11,NA,QNCa,"1-1/4""",,个,,KG,
,CPC00868,双头螺纹管接头,CL3000,FO,FIL,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1-1/4""",,个,,KG,
,CPC00869,池壁喷头螺纹接头,CL3000,,FIL,316L,ASTM A351,SSCo,NA,QNC,"1/8""",,个,,KG,
,CPC00871,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1/2""",,个,,KG,
,CPC00875,联合管接头,6000LB,FO,SW,022Cr19Ni10,1916T3038,MSS SP83,RCC-M 2,QA2,"1/4""x1/4""",,个,,KG,
,CPC00876,联合管接头,3000LB,FO,SW,022Cr19Ni10,1916T3038,MSS SP83,RCC-M 3,QA2,"1/4""x1/4""",,个,,KG,
,CPC00877,联合管接头,3000LB,FO,SW,022Cr19Ni10,1916T3023,MSS SP83,NA,QA3,"1/4""x1/4""",,个,,KG,
,CPC00878,联合管接头,3000LB,FO,SW,022Cr19Ni10,1916T3023,MSS SP83,NA,QA3,"1/2""x1/2""",,个,,KG,
,CPC00879,联合管接头,3000LB,FO,SW,022Cr19Ni10,1916T3038,MSS SP83,RCC-M 3,QA2,"3/4""x3/4""",,个,,KG,
,CPC00880,联合管接头,3000LB,FO,SW,022Cr19Ni10,1916T3023,MSS SP83,NA,QA3,"3/4""x3/4""",,个,,KG,
,CPC00883,异径承插管接头,CL3000,FO,SW,S30408,GB/T 14976-2012,GB/T 14383-2008,NA,QNCa,DN40XDN25,Φ48xΦ34,个,,KG,
,CPC00887,异径承插管接头,CL3000,FO,SW,S30408,GB/T 14976-2012,GB/T 14383-2008,NA,QNCa,DN50XDN25,Φ60xΦ34,个,,KG,
,CPC00909,塑料管直接头,9.6mm,,SA,PVC-C,,GB/T 18993.3,NA,QNCa,DN50,Φ63,个,,KG,
,CPC00910,异径套筒,CL3000,FO,MF,022Cr25Ni7Mo4N,1916T3091,MSS SP79,RCC-M 3,QA2,"1/2""x1/4""",,个,,KG,
,CPC00911,塑料管直接头,7.9mm,,SA,PVC-C,,GB/T 18993.3,NA,QNCa,DN50,Φ63,个,,KG,
,CPC00918,异径承插管接头,CL3000,FO,SW,S30408,GB/T 14976-2012,GB/T 14383-2008,NA,QNCa,DN25XDN15,Φ34xΦ21,个,,KG,
,CPC00919,异径承插管接头,CL3000,FO,SW,S30403,GB/T 14976-2012,GB/T 14383-2008,NA,QNCa,DN50XDN25,Φ60xΦ34,个,,KG,
,CPC00920,异径承插管接头,CL3000,FO,SW,S30403,GB/T 14976-2012,GB/T 14383-2008,NA,QNCa,DN40XDN25,Φ48xΦ34,个,,KG,
,CPC00921,异径承插管接头,CL3000,FO,SW,S30403,GB/T 14976-2012,GB/T 14383-2008,NA,QNCa,DN25XDN15,Φ34xΦ21,个,,KG,
,CPC00922,异径承插管接头,CL3000,FO,SW,20,GB/T 8163-2008,GB/T 14383-2008,NA,QNCa,DN50XDN25,Φ60xΦ34,个,,KG,
,CPC00923,异径承插管接头,CL3000,FO,SW,20(内外壁热浸镀锌),GB/T 8163-2008(GB/T 13912-2020),GB/T 14383-2008,NA,QNCa,DN50XDN25,Φ60xΦ34,个,,KG,
,CPC00924,异径承插管接头,CL3000,FO,SW,20(内外壁热浸镀锌),GB/T 8163-2008(GB/T 13912-2020),GB/T 14383-2008,NA,QNCa,DN25XDN15,Φ34xΦ21,个,,KG,
,CPC00925,异径承插管接头,CL3000,FO,SW,022Cr25Ni7Mo4N,1916T3091,ASME B16.11,RCC-M 3,QA2,"1""x1/2""",Φ33.4xΦ21.3,个,,KG,
,CPC00926,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QA3,"1-1/2""",,个,,KG,
,CPC60001,双头螺口管接头,CL3000,FO,FIL,20(内外壁热浸镀锌),GB/T 13912-2002,GB/T 14383-2008,NA,QNCa,DN25,,个,,KG,
,CPC60002,双头承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN15,,个,,KG,
,CPC60003,双头承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN20,,个,,KG,
,CPC60004,双头承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN25,,个,,KG,
,CPC60005,双头承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN50,,个,,KG,
,CPC60006,异径承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN50xDN40,,个,,KG,
,CPC60007,异径套筒,CL3000,FO,MF,06Cr19Ni10,,MSS SP79,NA,QNCa,"1""x3/4""",,个,,KG,
,CPC60008,螺纹活接头,CL2000,FO,FIL,20(内外壁热浸镀锌),GB/T 13912-2002,SHT 3424-2011,NA,QNCa,DN25,,个,,KG,
,CPC60009,六角头内外螺纹接头,CL2000,FO,FIL,20(内外壁热浸镀锌),GB/T 13912-2002,GB/T 14383-2008,NA,QNCa,DN32xDN15,,个,,KG,
,CPC60010,六角头内外螺纹接头,CL2000,FO,FIL,20(内外壁热浸镀锌),GB/T 13912-2002,GB/T 14383-2008,NA,QNCa,DN25xDN15,,个,,KG,
,CPC60011,双头承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN32,,个,,KG,
,CPC60012,异径承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN40xDN32,,个,,KG,
,CPC60013,异径承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN32xDN25,,个,,KG,
,CPC60014,异径承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN25xDN20,,个,,KG,
,CPC60015,异径承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN20xDN15,,个,,KG,
,CPC60016,异径承插管接头,CL3000,FO,SW,20,,GB/T 14383-2008,NA,QNCa,DN25xDN15,,个,,KG,
,CPC60017,双头承插管接头,CL3000,FO,SW,20,,GB/T 14383-2008,NA,QNCa,DN20,,个,,KG,
,CPC60018,双头承插管接头,CL3000,FO,SW,20,,GB/T 14383-2008,NA,QNCa,DN50,,个,,KG,
,CPC60019,异径套筒,CL3000,FO,MF,06Cr19Ni10,,MSS SP79,NA,QNCa,"3/4""x1/2""",,个,,KG,
,CPC60020,异径承插管接头,CL3000,FO,SW,06Cr19Ni10,,GB/T 14383-2008,NA,QNCa,DN25xDN15,,个,,KG,
,CPC60021,双头螺口管接头,CL3000,FO,FIL,20(内外壁热浸镀锌),GB/T 13912-2002,GB/T 14383-2008,NA,QNCa,DN32,,个,,KG,
,CPE00001,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"2-1/2""",,个,1.15,KG,
,CPE00002,45°长半径弯头,3.18mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,,KG,
,CPE00003,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.48,KG,
,CPE00004,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,1.15,KG,
,CPE00005,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,1.15,KG,
,CPE00006,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.69,KG,
,CPE00007,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.75,KG,
,CPE00008,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.9,KG,
,CPE00009,45°长半径弯头,SCH80,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.9,KG,
,CPE00010,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,1,KG,
,CPE00011,45°长半径弯头,3.18mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"2-1/2""",,个,0.8,KG,
,CPE00012,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"2-1/2""",,个,0.48,KG,
,CPE00013,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"2-1/2""",,个,0.69,KG,
,CPE00014,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"2-1/2""",,个,0.75,KG,
,CPE00015,45°长半径弯头,3.18mm,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"2-1/2""",,个,0.7,KG,
,CPE00016,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"2-1/2""",,个,0.48,KG,
,CPE00017,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"2-1/2""",,个,0.48,KG,
,CPE00018,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"3""",,个,1.95,KG,
,CPE00019,45°长半径弯头,3.18mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,,KG,
,CPE00020,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""",,个,0.62,KG,
,CPE00021,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.95,KG,
,CPE00022,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.95,KG,
,CPE00023,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.1,KG,
,CPE00024,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.05,KG,
,CPE00025,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.44,KG,
,CPE00026,45°长半径弯头,SCH80,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.44,KG,
,CPE00027,45°长半径弯头,SCH80S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.5,KG,
,CPE00028,45°长半径弯头,3.18mm,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"3""",,个,1.1,KG,
,CPE00029,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"3""",,个,0.62,KG,
,CPE00030,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 3,QA2,"3""",,个,1.1,KG,
,CPE00031,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"3""",,个,1.05,KG,
,CPE00032,45°长半径弯头,3.18mm,SS,BW,20,1916T3025,ASME B16.9,NA,QNCa,"3""",,个,1.1,KG,
,CPE00033,45°长半径弯头,SCH10S,SS,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"3""",,个,0.62,KG,
,CPE00034,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"3""",,个,0.62,KG,
,CPE00035,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"3-1/2""",,个,,KG,
,CPE00036,45°长半径弯头,SCH10S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,0.76,KG,
,CPE00037,45°长半径弯头,SCH160,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,,KG,
,CPE00038,45°长半径弯头,SCH160,SS,BW,P280GH,1916T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,,KG,
,CPE00039,45°长半径弯头,SCH40,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,1.48,KG,
,CPE00040,45°长半径弯头,SCH40S,SS,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,1.45,KG,
,CPE00041,45°长半径弯头,SCH80,SS,BW,20,1916T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,2.03,KG,
