编号,品名,型号,材料牌号,材料标准,规格标准,尺寸,制造形式,RCC-M,质保等级,单位,单重,单重单位,备注
CWL00470,不等边角钢,L16/10,Q235B,GB/T 700-2006,GB/T 706-2008,160x100x12,热轧型钢,S1,QA3,M,23.592,Kg,长边x短边x边厚
CWL00471,不等边角钢,L16/10,Q235B,GB/T 700-2006,GB/T 706-2008,160x100x14,热轧型钢,S1,QA3,M,27.247,Kg,长边x短边x边厚
CWL00472,不等边角钢,L16/10,Q235B,GB/T 700-2006,GB/T 706-2008,160x100x16,热轧型钢,S1,QA3,M,30.835,Kg,长边x短边x边厚
CWL00473,不等边角钢,L18/11,Q235B,GB/T 700-2006,GB/T 706-2008,180x110x10,热轧型钢,S1,QA3,M,22.273,Kg,长边x短边x边厚
CWL00474,不等边角钢,L18/11,Q235B,GB/T 700-2006,GB/T 706-2008,180x110x12,热轧型钢,S1,QA3,M,26.44,Kg,长边x短边x边厚
CWL00475,不等边角钢,L18/11,Q235B,GB/T 700-2006,GB/T 706-2008,180x110x14,热轧型钢,S1,QA3,M,30.589,Kg,长边x短边x边厚
CWL00476,不等边角钢,L18/11,Q235B,GB/T 700-2006,GB/T 706-2008,180x110x16,热轧型钢,S1,QA3,M,34.649,Kg,长边x短边x边厚
CWL00477,不等边角钢,L20/12.5,Q235B,GB/T 700-2006,GB/T 706-2008,200x125x12,热轧型钢,S1,QA3,M,29.761,Kg,长边x短边x边厚
CWL00478,不等边角钢,L20/12.5,Q235B,GB/T 700-2006,GB/T 706-2008,200x125x14,热轧型钢,S1,QA3,M,34.436,Kg,长边x短边x边厚
CWL00479,不等边角钢,L20/12.5,Q235B,GB/T 700-2006,GB/T 706-2008,200x125x16,热轧型钢,S1,QA3,M,39.045,Kg,长边x短边x边厚
CWL00480,不等边角钢,L20/12.5,Q235B,GB/T 700-2006,GB/T 706-2008,200x125x18,热轧型钢,S1,QA3,M,43.588,Kg,长边x短边x边厚
CWH00100,H型钢,HW100x100,Q235C,GB/T 700-2006,GB/T 11263-2010,100x100,热轧型钢,S1,QA3,M,16.9,Kg,高x宽
CWH00101,H型钢,HW125x125,Q235C,GB/T 700-2006,GB/T 11263-2010,125x125,热轧型钢,S1,QA3,M,23.6,Kg,高x宽
CWH00102,H型钢,HW150x150,Q235C,GB/T 700-2006,GB/T 11263-2010,150x150,热轧型钢,S1,QA3,M,31.1,Kg,高x宽
CWH00103,H型钢,HW175x175,Q235C,GB/T 700-2006,GB/T 11263-2010,175x175,热轧型钢,S1,QA3,M,40.4,Kg,高x宽
CWH00104,H型钢,HW200x200,Q235C,GB/T 700-2006,GB/T 11263-2010,200x200,热轧型钢,S1,QA3,M,49.9,Kg,高x宽
CWH00105,H型钢,HW200x200,Q235C,GB/T 700-2006,GB/T 11263-2010,200x204,热轧型钢,S1,QA3,M,56.2,Kg,高x宽
CWH00106,H型钢,HW250x250,Q235C,GB/T 700-2006,GB/T 11263-2010,244x252,热轧型钢,S1,QA3,M,63.8,Kg,高x宽
CWH00107,H型钢,HW250x250,Q235C,GB/T 700-2006,GB/T 11263-2010,250x250,热轧型钢,S1,QA3,M,71.8,Kg,高x宽
CWH00108,H型钢,HW250x250,Q235C,GB/T 700-2006,GB/T 11263-2010,250x255,热轧型钢,S1,QA3,M,81.6,Kg,高x宽
CWH00109,H型钢,HW300x300,Q235C,GB/T 700-2006,GB/T 11263-2010,294x302,热轧型钢,S1,QA3,M,83.5,Kg,高x宽
CWH00110,H型钢,HW300x300,Q235C,GB/T 700-2006,GB/T 11263-2010,300x300,热轧型钢,S1,QA3,M,93,Kg,高x宽
CWH00111,H型钢,HW300x300,Q235C,GB/T 700-2006,GB/T 11263-2010,300x305,热轧型钢,S1,QA3,M,104.8,Kg,高x宽
CWH00112,H型钢,HW350x350,Q235C,GB/T 700-2006,GB/T 11263-2010,338x351,热轧型钢,S1,QA3,M,104.6,Kg,高x宽
CWH00113,H型钢,HW350x350,Q235C,GB/T 700-2006,GB/T 11263-2010,344x348,热轧型钢,S1,QA3,M,113,Kg,高x宽
CWH00114,H型钢,HW350x350,Q235C,GB/T 700-2006,GB/T 11263-2010,344x354,热轧型钢,S1,QA3,M,129.3,Kg,高x宽
CWH00115,H型钢,HW350x350,Q235C,GB/T 700-2006,GB/T 11263-2010,350x350,热轧型钢,S1,QA3,M,134.9,Kg,高x宽
CWH00116,H型钢,HW350x350,Q235C,GB/T 700-2006,GB/T 11263-2010,350x357,热轧型钢,S1,QA3,M,154.2,Kg,高x宽
CWH00117,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,388x402,热轧型钢,S1,QA3,M,140.1,Kg,高x宽
CWH00118,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,394x398,热轧型钢,S1,QA3,M,146.6,Kg,高x宽
CWH00119,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,394x405,热轧型钢,S1,QA3,M,168.3,Kg,高x宽
CWH00120,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,400x400,热轧型钢,S1,QA3,M,171.7,Kg,高x宽
CWH00121,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,400x408,热轧型钢,S1,QA3,M,196.8,Kg,高x宽
CWH00122,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,414x405,热轧型钢,S1,QA3,M,231.9,Kg,高x宽
CWH00123,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,428x407,热轧型钢,S1,QA3,M,283.1,Kg,高x宽
CWH00124,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,458x417,热轧型钢,S1,QA3,M,414.9,Kg,高x宽
CWH00125,H型钢,HW400x400,Q235C,GB/T 700-2006,GB/T 11263-2010,498x432,热轧型钢,S1,QA3,M,604.5,Kg,高x宽
CWH00126,H型钢,HW500x500,Q235C,GB/T 700-2006,GB/T 11263-2010,492x465,热轧型钢,S1,QA3,M,202.5,Kg,高x宽
CWH00127,H型钢,HW500x500,Q235C,GB/T 700-2006,GB/T 11263-2010,502x465,热轧型钢,S1,QA3,M,239,Kg,高x宽
CWH00128,H型钢,HW500x500,Q235C,GB/T 700-2006,GB/T 11263-2010,502x470,热轧型钢,S1,QA3,M,258.7,Kg,高x宽
CWH00129,H型钢,HM150x100,Q235C,GB/T 700-2006,GB/T 11263-2010,148x100,热轧型钢,S1,QA3,M,20.7,Kg,高x宽
CWH00130,H型钢,HM200x150,Q235C,GB/T 700-2006,GB/T 11263-2010,194x150,热轧型钢,S1,QA3,M,29.9,Kg,高x宽
CWH00131,H型钢,HM250x175,Q235C,GB/T 700-2006,GB/T 11263-2010,244x175,热轧型钢,S1,QA3,M,43.6,Kg,高x宽
CWH00132,H型钢,HM300x200,Q235C,GB/T 700-2006,GB/T 11263-2010,294x200,热轧型钢,S1,QA3,M,55.8,Kg,高x宽
CWH00133,H型钢,HM300x200,Q235C,GB/T 700-2006,GB/T 11263-2010,298x201,热轧型钢,S1,QA3,M,64.4,Kg,高x宽
CWH00134,H型钢,HM350x250,Q235C,GB/T 700-2006,GB/T 11263-2010,340x250,热轧型钢,S1,QA3,M,78.1,Kg,高x宽
CWH00135,H型钢,HM400x300,Q235C,GB/T 700-2006,GB/T 11263-2010,390x300,热轧型钢,S1,QA3,M,105,Kg,高x宽
CWH00136,H型钢,HM450x300,Q235C,GB/T 700-2006,GB/T 11263-2010,440x300,热轧型钢,S1,QA3,M,121,Kg,高x宽
CWH00137,H型钢,HM500x300,Q235C,GB/T 700-2006,GB/T 11263-2010,482x300,热轧型钢,S1,QA3,M,111,Kg,高x宽
CWH00138,H型钢,HM500x300,Q235C,GB/T 700-2006,GB/T 11263-2010,488x300,热轧型钢,S1,QA3,M,125,Kg,高x宽
CWH00139,H型钢,HM550x300,Q235C,GB/T 700-2006,GB/T 11263-2010,544x300,热轧型钢,S1,QA3,M,116,Kg,高x宽
CWH00140,H型钢,HM550x300,Q235C,GB/T 700-2006,GB/T 11263-2010,550x300,热轧型钢,S1,QA3,M,130,Kg,高x宽
CWH00141,H型钢,HM600x300,Q235C,GB/T 700-2006,GB/T 11263-2010,582x300,热轧型钢,S1,QA3,M,133,Kg,高x宽
CWH00142,H型钢,HM600x300,Q235C,GB/T 700-2006,GB/T 11263-2010,588x300,热轧型钢,S1,QA3,M,147,Kg,高x宽
CWH00143,H型钢,HM600x300,Q235C,GB/T 700-2006,GB/T 11263-2010,594x302,热轧型钢,S1,QA3,M,170,Kg,高x宽
CWH00144,H型钢,HN100x50,Q235C,GB/T 700-2006,GB/T 11263-2010,100x50,热轧型钢,S1,QA3,M,9.3,Kg,高x宽
CWH00145,H型钢,HN125x60,Q235C,GB/T 700-2006,GB/T 11263-2010,125x60,热轧型钢,S1,QA3,M,13.1,Kg,高x宽
CWH00146,H型钢,HN150x75,Q235C,GB/T 700-2006,GB/T 11263-2010,150x75,热轧型钢,S1,QA3,M,14,Kg,高x宽
CWH00147,H型钢,HN175x90,Q235C,GB/T 700-2006,GB/T 11263-2010,175x90,热轧型钢,S1,QA3,M,18,Kg,高x宽
CWH00148,H型钢,HN200x100,Q235C,GB/T 700-2006,GB/T 11263-2010,198x99,热轧型钢,S1,QA3,M,17.8,Kg,高x宽
CWH00149,H型钢,HN200x100,Q235C,GB/T 700-2006,GB/T 11263-2010,200x100,热轧型钢,S1,QA3,M,20.9,Kg,高x宽
CWH00150,H型钢,HN250x125,Q235C,GB/T 700-2006,GB/T 11263-2010,248x124,热轧型钢,S1,QA3,M,25.1,Kg,高x宽
CWH00151,H型钢,HN250x125,Q235C,GB/T 700-2006,GB/T 11263-2010,250x125,热轧型钢,S1,QA3,M,29,Kg,高x宽
CWH00152,H型钢,HN300x150,Q235C,GB/T 700-2006,GB/T 11263-2010,298x149,热轧型钢,S1,QA3,M,32,Kg,高x宽
CWH00153,H型钢,HN300x150,Q235C,GB/T 700-2006,GB/T 11263-2010,300x150,热轧型钢,S1,QA3,M,36.7,Kg,高x宽
CWH00154,H型钢,HN350x175,Q235C,GB/T 700-2006,GB/T 11263-2010,346x174,热轧型钢,S1,QA3,M,41.2,Kg,高x宽
CWH00155,H型钢,HN350x175,Q235C,GB/T 700-2006,GB/T 11263-2010,350x175,热轧型钢,S1,QA3,M,49.4,Kg,高x宽
CWH00156,H型钢,HN400x150,Q235C,GB/T 700-2006,GB/T 11263-2010,400x150,热轧型钢,S1,QA3,M,55.2,Kg,高x宽
CWH00157,H型钢,HN400x200,Q235C,GB/T 700-2006,GB/T 11263-2010,396x199,热轧型钢,S1,QA3,M,56.1,Kg,高x宽
CWH00158,H型钢,HN400x200,Q235C,GB/T 700-2006,GB/T 11263-2010,400x200,热轧型钢,S1,QA3,M,65.4,Kg,高x宽
CWH00159,H型钢,HN450x150,Q235C,GB/T 700-2006,GB/T 11263-2010,446x150,热轧型钢,S1,QA3,M,52.6,Kg,高x宽
CWH00160,H型钢,HN450x150,Q235C,GB/T 700-2006,GB/T 11263-2010,450x151,热轧型钢,S1,QA3,M,60.8,Kg,高x宽
CWH00161,H型钢,HN450x200,Q235C,GB/T 700-2006,GB/T 11263-2010,446x199,热轧型钢,S1,QA3,M,65.1,Kg,高x宽
CWH00162,H型钢,HN450x200,Q235C,GB/T 700-2006,GB/T 11263-2010,450x200,热轧型钢,S1,QA3,M,74.9,Kg,高x宽
CWH00163,H型钢,HN475x150,Q235C,GB/T 700-2006,GB/T 11263-2010,470x150,热轧型钢,S1,QA3,M,56.2,Kg,高x宽
CWH00164,H型钢,HN475x150,Q235C,GB/T 700-2006,GB/T 11263-2010,475x151.5,热轧型钢,S1,QA3,M,67.6,Kg,高x宽
CWH00165,H型钢,HN475x150,Q235C,GB/T 700-2006,GB/T 11263-2010,482x153.5,热轧型钢,S1,QA3,M,83.5,Kg,高x宽
CWH00166,H型钢,HN500x150,Q235C,GB/T 700-2006,GB/T 11263-2010,492x150,热轧型钢,S1,QA3,M,55.1,Kg,高x宽
CWH00167,H型钢,HN500x150,Q235C,GB/T 700-2006,GB/T 11263-2010,500x152,热轧型钢,S1,QA3,M,72.4,Kg,高x宽
CWH00168,H型钢,HN500x150,Q235C,GB/T 700-2006,GB/T 11263-2010,504x153,热轧型钢,S1,QA3,M,81.1,Kg,高x宽
CWH00169,H型钢,HN500x200,Q235C,GB/T 700-2006,GB/T 11263-2010,496x199,热轧型钢,S1,QA3,M,77.9,Kg,高x宽
CWH00170,H型钢,HN500x200,Q235C,GB/T 700-2006,GB/T 11263-2010,500x200,热轧型钢,S1,QA3,M,88.1,Kg,高x宽
CWH00171,H型钢,HN500x200,Q235C,GB/T 700-2006,GB/T 11263-2010,506x201,热轧型钢,S1,QA3,M,102,Kg,高x宽
CWH00172,H型钢,HN550x200,Q235C,GB/T 700-2006,GB/T 11263-2010,546x199,热轧型钢,S1,QA3,M,81.5,Kg,高x宽
CWH00173,H型钢,HN550x200,Q235C,GB/T 700-2006,GB/T 11263-2010,550x200,热轧型钢,S1,QA3,M,92,Kg,高x宽
CWH00174,H型钢,HN600x200,Q235C,GB/T 700-2006,GB/T 11263-2010,596x199,热轧型钢,S1,QA3,M,92.4,Kg,高x宽
CWH00175,H型钢,HN600x200,Q235C,GB/T 700-2006,GB/T 11263-2010,600x200,热轧型钢,S1,QA3,M,103,Kg,高x宽
CWH00176,H型钢,HN600x200,Q235C,GB/T 700-2006,GB/T 11263-2010,606x201,热轧型钢,S1,QA3,M,118,Kg,高x宽
CWH00177,H型钢,HN625x200,Q235C,GB/T 700-2006,GB/T 11263-2010,625x198.5,热轧型钢,S1,QA3,M,118,Kg,高x宽
CWH00178,H型钢,HN625x200,Q235C,GB/T 700-2006,GB/T 11263-2010,630x200,热轧型钢,S1,QA3,M,133,Kg,高x宽
CWH00179,H型钢,HN625x200,Q235C,GB/T 700-2006,GB/T 11263-2010,638x202,热轧型钢,S1,QA3,M,156,Kg,高x宽
CWH00180,H型钢,HN650x300,Q235C,GB/T 700-2006,GB/T 11263-2010,646x299,热轧型钢,S1,QA3,M,144,Kg,高x宽
CWH00181,H型钢,HN650x300,Q235C,GB/T 700-2006,GB/T 11263-2010,650x300,热轧型钢,S1,QA3,M,159,Kg,高x宽
CWH00182,H型钢,HN650x300,Q235C,GB/T 700-2006,GB/T 11263-2010,656x301,热轧型钢,S1,QA3,M,173,Kg,高x宽
CWH00183,H型钢,HN700x300,Q235C,GB/T 700-2006,GB/T 11263-2010,692x300,热轧型钢,S1,QA3,M,163,Kg,高x宽
CWH00184,H型钢,HN700x300,Q235C,GB/T 700-2006,GB/T 11263-2010,700x300,热轧型钢,S1,QA3,M,182,Kg,高x宽
CWH00185,H型钢,HN750x300,Q235C,GB/T 700-2006,GB/T 11263-2010,734x299,热轧型钢,S1,QA3,M,143,Kg,高x宽
CWH00186,H型钢,HN750x300,Q235C,GB/T 700-2006,GB/T 11263-2010,742x300,热轧型钢,S1,QA3,M,168,Kg,高x宽
CWH00187,H型钢,HN750x300,Q235C,GB/T 700-2006,GB/T 11263-2010,750x300,热轧型钢,S1,QA3,M,187,Kg,高x宽
CWH00188,H型钢,HN750x300,Q235C,GB/T 700-2006,GB/T 11263-2010,758x303,热轧型钢,S1,QA3,M,224,Kg,高x宽
CWH00189,H型钢,HN800x300,Q235C,GB/T 700-2006,GB/T 11263-2010,792x300,热轧型钢,S1,QA3,M,188,Kg,高x宽
CWH00190,H型钢,HN800x300,Q235C,GB/T 700-2006,GB/T 11263-2010,800x300,热轧型钢,S1,QA3,M,207,Kg,高x宽
CWH00191,H型钢,HN850x300,Q235C,GB/T 700-2006,GB/T 11263-2010,834x298,热轧型钢,S1,QA3,M,179,Kg,高x宽
CWH00192,H型钢,HN850x300,Q235C,GB/T 700-2006,GB/T 11263-2010,842x299,热轧型钢,S1,QA3,M,204,Kg,高x宽
CWH00193,H型钢,HN850x300,Q235C,GB/T 700-2006,GB/T 11263-2010,850x300,热轧型钢,S1,QA3,M,229,Kg,高x宽
CWH00194,H型钢,HN850x300,Q235C,GB/T 700-2006,GB/T 11263-2010,858x301,热轧型钢,S1,QA3,M,255,Kg,高x宽
CWH00195,H型钢,HN900x300,Q235C,GB/T 700-2006,GB/T 11263-2010,890x299,热轧型钢,S1,QA3,M,210,Kg,高x宽
CWH00196,H型钢,HN900x300,Q235C,GB/T 700-2006,GB/T 11263-2010,900x300,热轧型钢,S1,QA3,M,240,Kg,高x宽
CWH00197,H型钢,HN900x300,Q235C,GB/T 700-2006,GB/T 11263-2010,912x302,热轧型钢,S1,QA3,M,283,Kg,高x宽
CWH00198,H型钢,HN1000x300,Q235C,GB/T 700-2006,GB/T 11263-2010,970x297,热轧型钢,S1,QA3,M,217,Kg,高x宽
CWH00199,H型钢,HN1000x300,Q235C,GB/T 700-2006,GB/T 11263-2010,980x298,热轧型钢,S1,QA3,M,248,Kg,高x宽
CWH00200,H型钢,HN1000x300,Q235C,GB/T 700-2006,GB/T 11263-2010,990x298,热轧型钢,S1,QA3,M,271,Kg,高x宽
CWH00201,H型钢,HN1000x300,Q235C,GB/T 700-2006,GB/T 11263-2010,1000x300,热轧型钢,S1,QA3,M,310,Kg,高x宽
CWH00202,H型钢,HN1000x300,Q235C,GB/T 700-2006,GB/T 11263-2010,1008x302,热轧型钢,S1,QA3,M,345,Kg,高x宽
CWH00203,H型钢,HT100x50,Q235C,GB/T 700-2006,GB/T 11263-2010,95x48,热轧型钢,S1,QA3,M,5.98,Kg,高x宽
CWH00204,H型钢,HT100x50,Q235C,GB/T 700-2006,GB/T 11263-2010,97x49,热轧型钢,S1,QA3,M,7.36,Kg,高x宽
CWH00205,H型钢,HT100x100,Q235C,GB/T 700-2006,GB/T 11263-2010,96x99,热轧型钢,S1,QA3,M,12.7,Kg,高x宽
CWH00206,H型钢,HT125x60,Q235C,GB/T 700-2006,GB/T 11263-2010,118x58,热轧型钢,S1,QA3,M,7.26,Kg,高x宽
CWH00207,H型钢,HT125x60,Q235C,GB/T 700-2006,GB/T 11263-2010,120x59,热轧型钢,S1,QA3,M,8.94,Kg,高x宽
CWH00208,H型钢,HT125x125,Q235C,GB/T 700-2006,GB/T 11263-2010,119x123,热轧型钢,S1,QA3,M,15.8,Kg,高x宽
CWH00209,H型钢,HT150x75,Q235C,GB/T 700-2006,GB/T 11263-2010,145x73,热轧型钢,S1,QA3,M,9,Kg,高x宽
CWH00210,H型钢,HT150x75,Q235C,GB/T 700-2006,GB/T 11263-2010,147x74,热轧型钢,S1,QA3,M,11.1,Kg,高x宽
CWH00211,H型钢,HT150x100,Q235C,GB/T 700-2006,GB/T 11263-2010,139x97,热轧型钢,S1,QA3,M,10.6,Kg,高x宽
CWH00212,H型钢,HT150x100,Q235C,GB/T 700-2006,GB/T 11263-2010,142x99,热轧型钢,S1,QA3,M,14.3,Kg,高x宽
CWH00213,H型钢,HT150x150,Q235C,GB/T 700-2006,GB/T 11263-2010,144x148,热轧型钢,S1,QA3,M,21.8,Kg,高x宽
CWH00214,H型钢,HT150x150,Q235C,GB/T 700-2006,GB/T 11263-2010,147x149,热轧型钢,S1,QA3,M,26.4,Kg,高x宽
CWH00215,H型钢,HT175x90,Q235C,GB/T 700-2006,GB/T 11263-2010,168x88,热轧型钢,S1,QA3,M,10.6,Kg,高x宽
CWH00216,H型钢,HT175x90,Q235C,GB/T 700-2006,GB/T 11263-2010,171x89,热轧型钢,S1,QA3,M,13.8,Kg,高x宽
CWH00217,H型钢,HT175x175,Q235C,GB/T 700-2006,GB/T 11263-2010,167x173,热轧型钢,S1,QA3,M,26.2,Kg,高x宽
CWH00218,H型钢,HT175x175,Q235C,GB/T 700-2006,GB/T 11263-2010,172x175,热轧型钢,S1,QA3,M,35,Kg,高x宽
CWH00219,H型钢,HT200x100,Q235C,GB/T 700-2006,GB/T 11263-2010,193x98,热轧型钢,S1,QA3,M,12,Kg,高x宽
CWH00220,H型钢,HT200x100,Q235C,GB/T 700-2006,GB/T 11263-2010,196x99,热轧型钢,S1,QA3,M,15.5,Kg,高x宽
CWH00221,H型钢,HT200x150,Q235C,GB/T 700-2006,GB/T 11263-2010,188x149,热轧型钢,S1,QA3,M,20.7,Kg,高x宽
CWH00222,H型钢,HT200x200,Q235C,GB/T 700-2006,GB/T 11263-2010,192x198,热轧型钢,S1,QA3,M,34.3,Kg,高x宽
CWH00223,H型钢,HT250x125,Q235C,GB/T 700-2006,GB/T 11263-2010,244x124,热轧型钢,S1,QA3,M,20.3,Kg,高x宽
CWH00224,H型钢,HT250x175,Q235C,GB/T 700-2006,GB/T 11263-2010,238x173,热轧型钢,S1,QA3,M,30.7,Kg,高x宽
CWH00225,H型钢,HT300x150,Q235C,GB/T 700-2006,GB/T 11263-2010,294x148,热轧型钢,S1,QA3,M,25,Kg,高x宽
CWH00226,H型钢,HT300x200,Q235C,GB/T 700-2006,GB/T 11263-2010,286x198,热轧型钢,S1,QA3,M,38.7,Kg,高x宽
CWH00227,H型钢,HT350x175,Q235C,GB/T 700-2006,GB/T 11263-2010,340x173,热轧型钢,S1,QA3,M,29,Kg,高x宽
CWH00228,H型钢,HT400x150,Q235C,GB/T 700-2006,GB/T 11263-2010,390x148,热轧型钢,S1,QA3,M,37.3,Kg,高x宽
CWH00229,H型钢,HT400x200,Q235C,GB/T 700-2006,GB/T 11263-2010,390x198,热轧型钢,S1,QA3,M,43.6,Kg,高x宽
CWH00230,H型钢,TW50x100,Q235C,GB/T 700-2006,GB/T 11263-2010,50x100,热轧型钢,S1,QA3,M,8.47,Kg,高x宽
CWH00231,H型钢,TW62.5x125,Q235C,GB/T 700-2006,GB/T 11263-2010,62.5x125,热轧型钢,S1,QA3,M,11.8,Kg,高x宽
CWH00232,H型钢,TW75x150,Q235C,GB/T 700-2006,GB/T 11263-2010,75x150,热轧型钢,S1,QA3,M,15.6,Kg,高x宽
CWH00233,H型钢,TW87.5x175,Q235C,GB/T 700-2006,GB/T 11263-2010,87.5x175,热轧型钢,S1,QA3,M,20.2,Kg,高x宽
CWH00234,H型钢,TW100x200,Q235C,GB/T 700-2006,GB/T 11263-2010,100x200,热轧型钢,S1,QA3,M,24.9,Kg,高x宽
CWH00235,H型钢,TW100x200,Q235C,GB/T 700-2006,GB/T 11263-2010,100x204,热轧型钢,S1,QA3,M,28.1,Kg,高x宽
CWH00236,H型钢,TW125x250,Q235C,GB/T 700-2006,GB/T 11263-2010,125x250,热轧型钢,S1,QA3,M,35.9,Kg,高x宽
CWH00237,H型钢,TW125x250,Q235C,GB/T 700-2006,GB/T 11263-2010,125x255,热轧型钢,S1,QA3,M,40.8,Kg,高x宽
CWH00238,H型钢,TW150x300,Q235C,GB/T 700-2006,GB/T 11263-2010,147x302,热轧型钢,S1,QA3,M,41.7,Kg,高x宽
CWH00239,H型钢,TW150x300,Q235C,GB/T 700-2006,GB/T 11263-2010,150x300,热轧型钢,S1,QA3,M,46.5,Kg,高x宽
CWH00240,H型钢,TW150x300,Q235C,GB/T 700-2006,GB/T 11263-2010,150x305,热轧型钢,S1,QA3,M,52.4,Kg,高x宽
CWH00241,H型钢,TW175x350,Q235C,GB/T 700-2006,GB/T 11263-2010,172x348,热轧型钢,S1,QA3,M,56.5,Kg,高x宽
CWH00242,H型钢,TW175x350,Q235C,GB/T 700-2006,GB/T 11263-2010,175x350,热轧型钢,S1,QA3,M,67.5,Kg,高x宽
CWH00243,H型钢,TW200x400,Q235C,GB/T 700-2006,GB/T 11263-2010,194x402,热轧型钢,S1,QA3,M,70,Kg,高x宽
CWH00244,H型钢,TW200x400,Q235C,GB/T 700-2006,GB/T 11263-2010,197x398,热轧型钢,S1,QA3,M,73.3,Kg,高x宽
CWH00245,H型钢,TW200x400,Q235C,GB/T 700-2006,GB/T 11263-2010,200x400,热轧型钢,S1,QA3,M,85.8,Kg,高x宽
CWH00246,H型钢,TW200x400,Q235C,GB/T 700-2006,GB/T 11263-2010,200x408,热轧型钢,S1,QA3,M,98.4,Kg,高x宽
CWH00247,H型钢,TW200x400,Q235C,GB/T 700-2006,GB/T 11263-2010,207x405,热轧型钢,S1,QA3,M,116,Kg,高x宽
CWH00248,H型钢,TW200x400,Q235C,GB/T 700-2006,GB/T 11263-2010,214x407,热轧型钢,S1,QA3,M,142,Kg,高x宽
CWH00249,H型钢,TM75x100,Q235C,GB/T 700-2006,GB/T 11263-2010,74x100,热轧型钢,S1,QA3,M,10.3,Kg,高x宽
CWH00250,H型钢,TM100x150,Q235C,GB/T 700-2006,GB/T 11263-2010,97x150,热轧型钢,S1,QA3,M,15,Kg,高x宽
CWH00251,H型钢,TM125x175,Q235C,GB/T 700-2006,GB/T 11263-2010,122x175,热轧型钢,S1,QA3,M,21.8,Kg,高x宽
CWH00252,H型钢,TM150x200,Q235C,GB/T 700-2006,GB/T 11263-2010,147x200,热轧型钢,S1,QA3,M,27.9,Kg,高x宽
CWH00253,H型钢,TM150x200,Q235C,GB/T 700-2006,GB/T 11263-2010,149x201,热轧型钢,S1,QA3,M,32.2,Kg,高x宽
CWH00254,H型钢,TM175x250,Q235C,GB/T 700-2006,GB/T 11263-2010,170x250,热轧型钢,S1,QA3,M,39.1,Kg,高x宽
CWH00255,H型钢,TM200x300,Q235C,GB/T 700-2006,GB/T 11263-2010,195x300,热轧型钢,S1,QA3,M,52.3,Kg,高x宽
CWH00256,H型钢,TM225x300,Q235C,GB/T 700-2006,GB/T 11263-2010,220x300,热轧型钢,S1,QA3,M,60.4,Kg,高x宽
CWH00257,H型钢,TM250x300,Q235C,GB/T 700-2006,GB/T 11263-2010,241x300,热轧型钢,S1,QA3,M,55.4,Kg,高x宽
CWH00258,H型钢,TM250x300,Q235C,GB/T 700-2006,GB/T 11263-2010,244x300,热轧型钢,S1,QA3,M,62.5,Kg,高x宽
CWH00259,H型钢,TM275x300,Q235C,GB/T 700-2006,GB/T 11263-2010,272x300,热轧型钢,S1,QA3,M,58.1,Kg,高x宽
CWH00260,H型钢,TM275x300,Q235C,GB/T 700-2006,GB/T 11263-2010,275x300,热轧型钢,S1,QA3,M,65.2,Kg,高x宽
CWH00261,H型钢,TM300x300,Q235C,GB/T 700-2006,GB/T 11263-2010,291x300,热轧型钢,S1,QA3,M,66.4,Kg,高x宽
CWH00262,H型钢,TM300x300,Q235C,GB/T 700-2006,GB/T 11263-2010,294x300,热轧型钢,S1,QA3,M,73.5,Kg,高x宽
CWH00263,H型钢,TM300x300,Q235C,GB/T 700-2006,GB/T 11263-2010,297x302,热轧型钢,S1,QA3,M,85.2,Kg,高x宽
CWH00264,H型钢,TN50x50,Q235C,GB/T 700-2006,GB/T 11263-2010,50x50,热轧型钢,S1,QA3,M,4.65,Kg,高x宽
CWH00265,H型钢,TN62.5x60,Q235C,GB/T 700-2006,GB/T 11263-2010,62.5x60,热轧型钢,S1,QA3,M,6.55,Kg,高x宽
CWH00266,H型钢,TN75x75,Q235C,GB/T 700-2006,GB/T 11263-2010,75x75,热轧型钢,S1,QA3,M,7,Kg,高x宽
CWH00267,H型钢,TN87.5x90,Q235C,GB/T 700-2006,GB/T 11263-2010,85.5x89,热轧型钢,S1,QA3,M,6.9,Kg,高x宽
CWH00268,H型钢,TN87.5x90,Q235C,GB/T 700-2006,GB/T 11263-2010,87.5x90,热轧型钢,S1,QA3,M,8.98,Kg,高x宽
CWH00269,H型钢,TN100x100,Q235C,GB/T 700-2006,GB/T 11263-2010,99x99,热轧型钢,S1,QA3,M,8.9,Kg,高x宽
CWH00270,H型钢,TN100x100,Q235C,GB/T 700-2006,GB/T 11263-2010,100x100,热轧型钢,S1,QA3,M,10.5,Kg,高x宽
CWH00271,H型钢,TN125x125,Q235C,GB/T 700-2006,GB/T 11263-2010,124x124,热轧型钢,S1,QA3,M,12.6,Kg,高x宽
