编号,品名,型号,材料牌号,材料标准,规格标准,尺寸,制造形式,RCC-M,质保等级,单位,单重,单重单位,备注
CWP00785,热轧工具钢扁钢,FB63x8,Q235B,GB/T 700-2006,GB/T 702-2008,63x8,热轧,S1,QA3,M,3.96,Kg,宽x厚
CWP00786,热轧工具钢扁钢,FB63x10,Q235B,GB/T 700-2006,GB/T 702-2008,63x10,热轧,S1,QA3,M,4.95,Kg,宽x厚
CWP00787,热轧工具钢扁钢,FB63x13,Q235B,GB/T 700-2006,GB/T 702-2008,63x13,热轧,S1,QA3,M,6.43,Kg,宽x厚
CWP00788,热轧工具钢扁钢,FB63x16,Q235B,GB/T 700-2006,GB/T 702-2008,63x16,热轧,S1,QA3,M,7.91,Kg,宽x厚
CWP00789,热轧工具钢扁钢,FB63x18,Q235B,GB/T 700-2006,GB/T 702-2008,63x18,热轧,S1,QA3,M,8.9,Kg,宽x厚
CWP00790,热轧工具钢扁钢,FB63x20,Q235B,GB/T 700-2006,GB/T 702-2008,63x20,热轧,S1,QA3,M,9.89,Kg,宽x厚
CWP00791,热轧工具钢扁钢,FB63x23,Q235B,GB/T 700-2006,GB/T 702-2008,63x23,热轧,S1,QA3,M,11.37,Kg,宽x厚
CWP00792,热轧工具钢扁钢,FB63x25,Q235B,GB/T 700-2006,GB/T 702-2008,63x25,热轧,S1,QA3,M,12.36,Kg,宽x厚
CWP00793,热轧工具钢扁钢,FB63x28,Q235B,GB/T 700-2006,GB/T 702-2008,63x28,热轧,S1,QA3,M,13.85,Kg,宽x厚
CWP00794,热轧工具钢扁钢,FB63x32,Q235B,GB/T 700-2006,GB/T 702-2008,63x32,热轧,S1,QA3,M,15.83,Kg,宽x厚
CWP00795,热轧工具钢扁钢,FB63x36,Q235B,GB/T 700-2006,GB/T 702-2008,63x36,热轧,S1,QA3,M,17.8,Kg,宽x厚
CWP00796,热轧工具钢扁钢,FB63x40,Q235B,GB/T 700-2006,GB/T 702-2008,63x40,热轧,S1,QA3,M,19.78,Kg,宽x厚
CWP00797,热轧工具钢扁钢,FB63x45,Q235B,GB/T 700-2006,GB/T 702-2008,63x45,热轧,S1,QA3,M,22.25,Kg,宽x厚
CWP00798,热轧工具钢扁钢,FB63x50,Q235B,GB/T 700-2006,GB/T 702-2008,63x50,热轧,S1,QA3,M,24.73,Kg,宽x厚
CWP00799,热轧工具钢扁钢,FB63x56,Q235B,GB/T 700-2006,GB/T 702-2008,63x56,热轧,S1,QA3,M,27.69,Kg,宽x厚
CWP00800,热轧工具钢扁钢,FB71x4,Q235B,GB/T 700-2006,GB/T 702-2008,71x4,热轧,S1,QA3,M,2.23,Kg,宽x厚
CWP00801,热轧工具钢扁钢,FB71x6,Q235B,GB/T 700-2006,GB/T 702-2008,71x6,热轧,S1,QA3,M,3.34,Kg,宽x厚
CWP00802,热轧工具钢扁钢,FB71x8,Q235B,GB/T 700-2006,GB/T 702-2008,71x8,热轧,S1,QA3,M,4.46,Kg,宽x厚
CWP00803,热轧工具钢扁钢,FB71x10,Q235B,GB/T 700-2006,GB/T 702-2008,71x10,热轧,S1,QA3,M,5.57,Kg,宽x厚
CWP00804,热轧工具钢扁钢,FB71x13,Q235B,GB/T 700-2006,GB/T 702-2008,71x13,热轧,S1,QA3,M,7.25,Kg,宽x厚
CWP00805,热轧工具钢扁钢,FB71x16,Q235B,GB/T 700-2006,GB/T 702-2008,71x16,热轧,S1,QA3,M,8.92,Kg,宽x厚
CWP00806,热轧工具钢扁钢,FB71x18,Q235B,GB/T 700-2006,GB/T 702-2008,71x18,热轧,S1,QA3,M,10.03,Kg,宽x厚
CWP00807,热轧工具钢扁钢,FB71x20,Q235B,GB/T 700-2006,GB/T 702-2008,71x20,热轧,S1,QA3,M,11.15,Kg,宽x厚
CWP00808,热轧工具钢扁钢,FB71x23,Q235B,GB/T 700-2006,GB/T 702-2008,71x23,热轧,S1,QA3,M,12.82,Kg,宽x厚
CWP00809,热轧工具钢扁钢,FB71x25,Q235B,GB/T 700-2006,GB/T 702-2008,71x25,热轧,S1,QA3,M,13.93,Kg,宽x厚
CWP00810,热轧工具钢扁钢,FB71x28,Q235B,GB/T 700-2006,GB/T 702-2008,71x28,热轧,S1,QA3,M,15.61,Kg,宽x厚
CWP00811,热轧工具钢扁钢,FB71x32,Q235B,GB/T 700-2006,GB/T 702-2008,71x32,热轧,S1,QA3,M,17.84,Kg,宽x厚
CWP00812,热轧工具钢扁钢,FB71x36,Q235B,GB/T 700-2006,GB/T 702-2008,71x36,热轧,S1,QA3,M,20.06,Kg,宽x厚
CWP00813,热轧工具钢扁钢,FB71x40,Q235B,GB/T 700-2006,GB/T 702-2008,71x40,热轧,S1,QA3,M,22.29,Kg,宽x厚
CWP00814,热轧工具钢扁钢,FB71x45,Q235B,GB/T 700-2006,GB/T 702-2008,71x45,热轧,S1,QA3,M,25.08,Kg,宽x厚
CWP00815,热轧工具钢扁钢,FB71x50,Q235B,GB/T 700-2006,GB/T 702-2008,71x50,热轧,S1,QA3,M,27.87,Kg,宽x厚
CWP00816,热轧工具钢扁钢,FB71x56,Q235B,GB/T 700-2006,GB/T 702-2008,71x56,热轧,S1,QA3,M,31.21,Kg,宽x厚
CWP00817,热轧工具钢扁钢,FB71x63,Q235B,GB/T 700-2006,GB/T 702-2008,71x63,热轧,S1,QA3,M,35.11,Kg,宽x厚
CWP00818,热轧工具钢扁钢,FB80x4,Q235B,GB/T 700-2006,GB/T 702-2008,80x4,热轧,S1,QA3,M,2.51,Kg,宽x厚
CWP00819,热轧工具钢扁钢,FB80x6,Q235B,GB/T 700-2006,GB/T 702-2008,80x6,热轧,S1,QA3,M,3.77,Kg,宽x厚
CWP00820,热轧工具钢扁钢,FB80x8,Q235B,GB/T 700-2006,GB/T 702-2008,80x8,热轧,S1,QA3,M,5.02,Kg,宽x厚
CWP00821,热轧工具钢扁钢,FB80x10,Q235B,GB/T 700-2006,GB/T 702-2008,80x10,热轧,S1,QA3,M,6.28,Kg,宽x厚
CWP00822,热轧工具钢扁钢,FB80x13,Q235B,GB/T 700-2006,GB/T 702-2008,80x13,热轧,S1,QA3,M,8.16,Kg,宽x厚
CWP00823,热轧工具钢扁钢,FB80x16,Q235B,GB/T 700-2006,GB/T 702-2008,80x16,热轧,S1,QA3,M,10.05,Kg,宽x厚
CWP00824,热轧工具钢扁钢,FB80x18,Q235B,GB/T 700-2006,GB/T 702-2008,80x18,热轧,S1,QA3,M,11.3,Kg,宽x厚
CWP00825,热轧工具钢扁钢,FB80x20,Q235B,GB/T 700-2006,GB/T 702-2008,80x20,热轧,S1,QA3,M,12.56,Kg,宽x厚
CWP00826,热轧工具钢扁钢,FB80x23,Q235B,GB/T 700-2006,GB/T 702-2008,80x23,热轧,S1,QA3,M,14.44,Kg,宽x厚
CWP00827,热轧工具钢扁钢,FB80x25,Q235B,GB/T 700-2006,GB/T 702-2008,80x25,热轧,S1,QA3,M,15.7,Kg,宽x厚
CWP00828,热轧工具钢扁钢,FB80x28,Q235B,GB/T 700-2006,GB/T 702-2008,80x28,热轧,S1,QA3,M,17.58,Kg,宽x厚
CWP00829,热轧工具钢扁钢,FB80x32,Q235B,GB/T 700-2006,GB/T 702-2008,80x32,热轧,S1,QA3,M,20.1,Kg,宽x厚
CWP00830,热轧工具钢扁钢,FB80x36,Q235B,GB/T 700-2006,GB/T 702-2008,80x36,热轧,S1,QA3,M,22.61,Kg,宽x厚
CWP00831,热轧工具钢扁钢,FB80x40,Q235B,GB/T 700-2006,GB/T 702-2008,80x40,热轧,S1,QA3,M,25.12,Kg,宽x厚
CWP00832,热轧工具钢扁钢,FB80x45,Q235B,GB/T 700-2006,GB/T 702-2008,80x45,热轧,S1,QA3,M,28.26,Kg,宽x厚
CWP00833,热轧工具钢扁钢,FB80x50,Q235B,GB/T 700-2006,GB/T 702-2008,80x50,热轧,S1,QA3,M,31.4,Kg,宽x厚
CWP00834,热轧工具钢扁钢,FB80x56,Q235B,GB/T 700-2006,GB/T 702-2008,80x56,热轧,S1,QA3,M,35.17,Kg,宽x厚
CWP00835,热轧工具钢扁钢,FB80x63,Q235B,GB/T 700-2006,GB/T 702-2008,80x63,热轧,S1,QA3,M,39.56,Kg,宽x厚
CWP00836,热轧工具钢扁钢,FB80x71,Q235B,GB/T 700-2006,GB/T 702-2008,80x71,热轧,S1,QA3,M,44.59,Kg,宽x厚
CWP00837,热轧工具钢扁钢,FB90x4,Q235B,GB/T 700-2006,GB/T 702-2008,90x4,热轧,S1,QA3,M,2.83,Kg,宽x厚
CWP00838,热轧工具钢扁钢,FB90x6,Q235B,GB/T 700-2006,GB/T 702-2008,90x6,热轧,S1,QA3,M,4.24,Kg,宽x厚
CWP00839,热轧工具钢扁钢,FB90x8,Q235B,GB/T 700-2006,GB/T 702-2008,90x8,热轧,S1,QA3,M,5.65,Kg,宽x厚
CWP00840,热轧工具钢扁钢,FB90x10,Q235B,GB/T 700-2006,GB/T 702-2008,90x10,热轧,S1,QA3,M,7.07,Kg,宽x厚
CWP00841,热轧工具钢扁钢,FB90x13,Q235B,GB/T 700-2006,GB/T 702-2008,90x13,热轧,S1,QA3,M,9.18,Kg,宽x厚
CWP00842,热轧工具钢扁钢,FB90x16,Q235B,GB/T 700-2006,GB/T 702-2008,90x16,热轧,S1,QA3,M,11.3,Kg,宽x厚
CWP00843,热轧工具钢扁钢,FB90x18,Q235B,GB/T 700-2006,GB/T 702-2008,90x18,热轧,S1,QA3,M,12.72,Kg,宽x厚
CWP00844,热轧工具钢扁钢,FB90x20,Q235B,GB/T 700-2006,GB/T 702-2008,90x20,热轧,S1,QA3,M,14.13,Kg,宽x厚
CWP00845,热轧工具钢扁钢,FB90x23,Q235B,GB/T 700-2006,GB/T 702-2008,90x23,热轧,S1,QA3,M,16.25,Kg,宽x厚
CWP00846,热轧工具钢扁钢,FB90x25,Q235B,GB/T 700-2006,GB/T 702-2008,90x25,热轧,S1,QA3,M,17.66,Kg,宽x厚
CWP00847,热轧工具钢扁钢,FB90x28,Q235B,GB/T 700-2006,GB/T 702-2008,90x28,热轧,S1,QA3,M,19.78,Kg,宽x厚
CWP00848,热轧工具钢扁钢,FB90x32,Q235B,GB/T 700-2006,GB/T 702-2008,90x32,热轧,S1,QA3,M,22.61,Kg,宽x厚
CWP00849,热轧工具钢扁钢,FB90x36,Q235B,GB/T 700-2006,GB/T 702-2008,90x36,热轧,S1,QA3,M,25.43,Kg,宽x厚
CWP00850,热轧工具钢扁钢,FB90x40,Q235B,GB/T 700-2006,GB/T 702-2008,90x40,热轧,S1,QA3,M,28.26,Kg,宽x厚
CWP00851,热轧工具钢扁钢,FB90x45,Q235B,GB/T 700-2006,GB/T 702-2008,90x45,热轧,S1,QA3,M,31.79,Kg,宽x厚
CWP00852,热轧工具钢扁钢,FB90x50,Q235B,GB/T 700-2006,GB/T 702-2008,90x50,热轧,S1,QA3,M,35.33,Kg,宽x厚
CWP00853,热轧工具钢扁钢,FB90x56,Q235B,GB/T 700-2006,GB/T 702-2008,90x56,热轧,S1,QA3,M,39.56,Kg,宽x厚
CWP00854,热轧工具钢扁钢,FB90x63,Q235B,GB/T 700-2006,GB/T 702-2008,90x63,热轧,S1,QA3,M,44.51,Kg,宽x厚
CWP00855,热轧工具钢扁钢,FB90x71,Q235B,GB/T 700-2006,GB/T 702-2008,90x71,热轧,S1,QA3,M,50.16,Kg,宽x厚
CWP00856,热轧工具钢扁钢,FB90x80,Q235B,GB/T 700-2006,GB/T 702-2008,90x80,热轧,S1,QA3,M,56.52,Kg,宽x厚
CWP00857,热轧工具钢扁钢,FB100x4,Q235B,GB/T 700-2006,GB/T 702-2008,100x4,热轧,S1,QA3,M,3.14,Kg,宽x厚
CWP00858,热轧工具钢扁钢,FB100x6,Q235B,GB/T 700-2006,GB/T 702-2008,100x6,热轧,S1,QA3,M,4.71,Kg,宽x厚
CWP00859,热轧工具钢扁钢,FB100x8,Q235B,GB/T 700-2006,GB/T 702-2008,100x8,热轧,S1,QA3,M,6.28,Kg,宽x厚
CWP00860,热轧工具钢扁钢,FB100x10,Q235B,GB/T 700-2006,GB/T 702-2008,100x10,热轧,S1,QA3,M,7.85,Kg,宽x厚
CWP00861,热轧工具钢扁钢,FB100x13,Q235B,GB/T 700-2006,GB/T 702-2008,100x13,热轧,S1,QA3,M,10.21,Kg,宽x厚
CWP00862,热轧工具钢扁钢,FB100x16,Q235B,GB/T 700-2006,GB/T 702-2008,100x16,热轧,S1,QA3,M,12.56,Kg,宽x厚
CWP00863,热轧工具钢扁钢,FB100x18,Q235B,GB/T 700-2006,GB/T 702-2008,100x18,热轧,S1,QA3,M,14.13,Kg,宽x厚
CWP00864,热轧工具钢扁钢,FB100x20,Q235B,GB/T 700-2006,GB/T 702-2008,100x20,热轧,S1,QA3,M,15.7,Kg,宽x厚
CWP00865,热轧工具钢扁钢,FB100x23,Q235B,GB/T 700-2006,GB/T 702-2008,100x23,热轧,S1,QA3,M,18.06,Kg,宽x厚
CWP00866,热轧工具钢扁钢,FB100x25,Q235B,GB/T 700-2006,GB/T 702-2008,100x25,热轧,S1,QA3,M,19.63,Kg,宽x厚
CWP00867,热轧工具钢扁钢,FB100x28,Q235B,GB/T 700-2006,GB/T 702-2008,100x28,热轧,S1,QA3,M,21.98,Kg,宽x厚
CWP00868,热轧工具钢扁钢,FB100x32,Q235B,GB/T 700-2006,GB/T 702-2008,100x32,热轧,S1,QA3,M,25.12,Kg,宽x厚
CWP00869,热轧工具钢扁钢,FB100x36,Q235B,GB/T 700-2006,GB/T 702-2008,100x36,热轧,S1,QA3,M,28.26,Kg,宽x厚
CWP00870,热轧工具钢扁钢,FB100x40,Q235B,GB/T 700-2006,GB/T 702-2008,100x40,热轧,S1,QA3,M,31.4,Kg,宽x厚
CWP00871,热轧工具钢扁钢,FB100x45,Q235B,GB/T 700-2006,GB/T 702-2008,100x45,热轧,S1,QA3,M,35.33,Kg,宽x厚
CWP00872,热轧工具钢扁钢,FB100x50,Q235B,GB/T 700-2006,GB/T 702-2008,100x50,热轧,S1,QA3,M,39.25,Kg,宽x厚
CWP00873,热轧工具钢扁钢,FB100x56,Q235B,GB/T 700-2006,GB/T 702-2008,100x56,热轧,S1,QA3,M,43.96,Kg,宽x厚
CWP00874,热轧工具钢扁钢,FB100x63,Q235B,GB/T 700-2006,GB/T 702-2008,100x63,热轧,S1,QA3,M,49.46,Kg,宽x厚
CWP00875,热轧工具钢扁钢,FB100x71,Q235B,GB/T 700-2006,GB/T 702-2008,100x71,热轧,S1,QA3,M,55.74,Kg,宽x厚
CWP00876,热轧工具钢扁钢,FB100x80,Q235B,GB/T 700-2006,GB/T 702-2008,100x80,热轧,S1,QA3,M,62.8,Kg,宽x厚
CWP00877,热轧工具钢扁钢,FB100x90,Q235B,GB/T 700-2006,GB/T 702-2008,100x90,热轧,S1,QA3,M,70.65,Kg,宽x厚
CWP00878,热轧工具钢扁钢,FB112x4,Q235B,GB/T 700-2006,GB/T 702-2008,112x4,热轧,S1,QA3,M,3.52,Kg,宽x厚
CWP00879,热轧工具钢扁钢,FB112x6,Q235B,GB/T 700-2006,GB/T 702-2008,112x6,热轧,S1,QA3,M,5.28,Kg,宽x厚
CWP00880,热轧工具钢扁钢,FB112x8,Q235B,GB/T 700-2006,GB/T 702-2008,112x8,热轧,S1,QA3,M,7.03,Kg,宽x厚
CWP00881,热轧工具钢扁钢,FB112x10,Q235B,GB/T 700-2006,GB/T 702-2008,112x10,热轧,S1,QA3,M,8.79,Kg,宽x厚
CWP00882,热轧工具钢扁钢,FB112x13,Q235B,GB/T 700-2006,GB/T 702-2008,112x13,热轧,S1,QA3,M,11.43,Kg,宽x厚
CWP00883,热轧工具钢扁钢,FB112x16,Q235B,GB/T 700-2006,GB/T 702-2008,112x16,热轧,S1,QA3,M,14.07,Kg,宽x厚
CWP00884,热轧工具钢扁钢,FB112x18,Q235B,GB/T 700-2006,GB/T 702-2008,112x18,热轧,S1,QA3,M,15.83,Kg,宽x厚
CWP00885,热轧工具钢扁钢,FB112x20,Q235B,GB/T 700-2006,GB/T 702-2008,112x20,热轧,S1,QA3,M,17.58,Kg,宽x厚
CWP00886,热轧工具钢扁钢,FB112x23,Q235B,GB/T 700-2006,GB/T 702-2008,112x23,热轧,S1,QA3,M,20.22,Kg,宽x厚
CWP00887,热轧工具钢扁钢,FB112x25,Q235B,GB/T 700-2006,GB/T 702-2008,112x25,热轧,S1,QA3,M,21.98,Kg,宽x厚
CWP00888,热轧工具钢扁钢,FB112x28,Q235B,GB/T 700-2006,GB/T 702-2008,112x28,热轧,S1,QA3,M,24.62,Kg,宽x厚
CWP00889,热轧工具钢扁钢,FB112x32,Q235B,GB/T 700-2006,GB/T 702-2008,112x32,热轧,S1,QA3,M,28.13,Kg,宽x厚
CWP00890,热轧工具钢扁钢,FB112x36,Q235B,GB/T 700-2006,GB/T 702-2008,112x36,热轧,S1,QA3,M,31.65,Kg,宽x厚
CWP00891,热轧工具钢扁钢,FB112x40,Q235B,GB/T 700-2006,GB/T 702-2008,112x40,热轧,S1,QA3,M,35.17,Kg,宽x厚
CWP00892,热轧工具钢扁钢,FB112x45,Q235B,GB/T 700-2006,GB/T 702-2008,112x45,热轧,S1,QA3,M,39.56,Kg,宽x厚
CWP00893,热轧工具钢扁钢,FB112x50,Q235B,GB/T 700-2006,GB/T 702-2008,112x50,热轧,S1,QA3,M,43.96,Kg,宽x厚
CWP00894,热轧工具钢扁钢,FB112x56,Q235B,GB/T 700-2006,GB/T 702-2008,112x56,热轧,S1,QA3,M,49.24,Kg,宽x厚
CWP00895,热轧工具钢扁钢,FB112x63,Q235B,GB/T 700-2006,GB/T 702-2008,112x63,热轧,S1,QA3,M,55.39,Kg,宽x厚
CWP00896,热轧工具钢扁钢,FB112x71,Q235B,GB/T 700-2006,GB/T 702-2008,112x71,热轧,S1,QA3,M,62.42,Kg,宽x厚
CWP00897,热轧工具钢扁钢,FB112x80,Q235B,GB/T 700-2006,GB/T 702-2008,112x80,热轧,S1,QA3,M,70.34,Kg,宽x厚
CWP00898,热轧工具钢扁钢,FB112x90,Q235B,GB/T 700-2006,GB/T 702-2008,112x90,热轧,S1,QA3,M,79.13,Kg,宽x厚
CWP00899,热轧工具钢扁钢,FB112x100,Q235B,GB/T 700-2006,GB/T 702-2008,112x100,热轧,S1,QA3,M,87.92,Kg,宽x厚
CWP00900,热轧工具钢扁钢,FB125x4,Q235B,GB/T 700-2006,GB/T 702-2008,125x4,热轧,S1,QA3,M,3.93,Kg,宽x厚
CWP00901,热轧工具钢扁钢,FB125x6,Q235B,GB/T 700-2006,GB/T 702-2008,125x6,热轧,S1,QA3,M,5.89,Kg,宽x厚
CWP00902,热轧工具钢扁钢,FB125x8,Q235B,GB/T 700-2006,GB/T 702-2008,125x8,热轧,S1,QA3,M,7.85,Kg,宽x厚
CWP00903,热轧工具钢扁钢,FB125x10,Q235B,GB/T 700-2006,GB/T 702-2008,125x10,热轧,S1,QA3,M,9.81,Kg,宽x厚
CWP00904,热轧工具钢扁钢,FB125x13,Q235B,GB/T 700-2006,GB/T 702-2008,125x13,热轧,S1,QA3,M,12.76,Kg,宽x厚
CWP00905,热轧工具钢扁钢,FB125x16,Q235B,GB/T 700-2006,GB/T 702-2008,125x16,热轧,S1,QA3,M,15.7,Kg,宽x厚
CWP00906,热轧工具钢扁钢,FB125x18,Q235B,GB/T 700-2006,GB/T 702-2008,125x18,热轧,S1,QA3,M,17.66,Kg,宽x厚
CWP00907,热轧工具钢扁钢,FB125x20,Q235B,GB/T 700-2006,GB/T 702-2008,125x20,热轧,S1,QA3,M,19.63,Kg,宽x厚
CWP00908,热轧工具钢扁钢,FB125x23,Q235B,GB/T 700-2006,GB/T 702-2008,125x23,热轧,S1,QA3,M,22.57,Kg,宽x厚
CWP00909,热轧工具钢扁钢,FB125x25,Q235B,GB/T 700-2006,GB/T 702-2008,125x25,热轧,S1,QA3,M,24.53,Kg,宽x厚
CWP00910,热轧工具钢扁钢,FB125x28,Q235B,GB/T 700-2006,GB/T 702-2008,125x28,热轧,S1,QA3,M,27.48,Kg,宽x厚
CWP00911,热轧工具钢扁钢,FB125x32,Q235B,GB/T 700-2006,GB/T 702-2008,125x32,热轧,S1,QA3,M,31.4,Kg,宽x厚
CWP00912,热轧工具钢扁钢,FB125x36,Q235B,GB/T 700-2006,GB/T 702-2008,125x36,热轧,S1,QA3,M,35.33,Kg,宽x厚
CWP00913,热轧工具钢扁钢,FB125x40,Q235B,GB/T 700-2006,GB/T 702-2008,125x40,热轧,S1,QA3,M,39.25,Kg,宽x厚
CWP00914,热轧工具钢扁钢,FB125x45,Q235B,GB/T 700-2006,GB/T 702-2008,125x45,热轧,S1,QA3,M,44.16,Kg,宽x厚
CWP00915,热轧工具钢扁钢,FB125x50,Q235B,GB/T 700-2006,GB/T 702-2008,125x50,热轧,S1,QA3,M,49.06,Kg,宽x厚
CWP00916,热轧工具钢扁钢,FB125x56,Q235B,GB/T 700-2006,GB/T 702-2008,125x56,热轧,S1,QA3,M,54.95,Kg,宽x厚
CWP00917,热轧工具钢扁钢,FB125x63,Q235B,GB/T 700-2006,GB/T 702-2008,125x63,热轧,S1,QA3,M,61.82,Kg,宽x厚
CWP00918,热轧工具钢扁钢,FB125x71,Q235B,GB/T 700-2006,GB/T 702-2008,125x71,热轧,S1,QA3,M,69.67,Kg,宽x厚
CWP00919,热轧工具钢扁钢,FB125x80,Q235B,GB/T 700-2006,GB/T 702-2008,125x80,热轧,S1,QA3,M,78.5,Kg,宽x厚
CWP00920,热轧工具钢扁钢,FB125x90,Q235B,GB/T 700-2006,GB/T 702-2008,125x90,热轧,S1,QA3,M,88.31,Kg,宽x厚
CWP00921,热轧工具钢扁钢,FB125x100,Q235B,GB/T 700-2006,GB/T 702-2008,125x100,热轧,S1,QA3,M,98.13,Kg,宽x厚
CWP00922,热轧工具钢扁钢,FB140x4,Q235B,GB/T 700-2006,GB/T 702-2008,140x4,热轧,S1,QA3,M,4.4,Kg,宽x厚
CWP00923,热轧工具钢扁钢,FB140x6,Q235B,GB/T 700-2006,GB/T 702-2008,140x6,热轧,S1,QA3,M,6.59,Kg,宽x厚
CWP00924,热轧工具钢扁钢,FB140x8,Q235B,GB/T 700-2006,GB/T 702-2008,140x8,热轧,S1,QA3,M,8.79,Kg,宽x厚
CWP00925,热轧工具钢扁钢,FB140x10,Q235B,GB/T 700-2006,GB/T 702-2008,140x10,热轧,S1,QA3,M,10.99,Kg,宽x厚
CWP00926,热轧工具钢扁钢,FB140x13,Q235B,GB/T 700-2006,GB/T 702-2008,140x13,热轧,S1,QA3,M,14.29,Kg,宽x厚
CWP00927,热轧工具钢扁钢,FB140x16,Q235B,GB/T 700-2006,GB/T 702-2008,140x16,热轧,S1,QA3,M,17.58,Kg,宽x厚
CWP00928,热轧工具钢扁钢,FB140x18,Q235B,GB/T 700-2006,GB/T 702-2008,140x18,热轧,S1,QA3,M,19.78,Kg,宽x厚
CWP00929,热轧工具钢扁钢,FB140x20,Q235B,GB/T 700-2006,GB/T 702-2008,140x20,热轧,S1,QA3,M,21.95,Kg,宽x厚
CWP00930,热轧工具钢扁钢,FB140x23,Q235B,GB/T 700-2006,GB/T 702-2008,140x23,热轧,S1,QA3,M,25.28,Kg,宽x厚
CWP00931,热轧工具钢扁钢,FB140x25,Q235B,GB/T 700-2006,GB/T 702-2008,140x25,热轧,S1,QA3,M,27.48,Kg,宽x厚
CWP00932,热轧工具钢扁钢,FB140x28,Q235B,GB/T 700-2006,GB/T 702-2008,140x28,热轧,S1,QA3,M,30.77,Kg,宽x厚
CWP00933,热轧工具钢扁钢,FB140x32,Q235B,GB/T 700-2006,GB/T 702-2008,140x32,热轧,S1,QA3,M,35.17,Kg,宽x厚
CWP00934,热轧工具钢扁钢,FB140x36,Q235B,GB/T 700-2006,GB/T 702-2008,140x36,热轧,S1,QA3,M,39.56,Kg,宽x厚
CWP00935,热轧工具钢扁钢,FB140x40,Q235B,GB/T 700-2006,GB/T 702-2008,140x40,热轧,S1,QA3,M,43.96,Kg,宽x厚
CWP00936,热轧工具钢扁钢,FB140x45,Q235B,GB/T 700-2006,GB/T 702-2008,140x45,热轧,S1,QA3,M,49.46,Kg,宽x厚
CWP00937,热轧工具钢扁钢,FB140x50,Q235B,GB/T 700-2006,GB/T 702-2008,140x50,热轧,S1,QA3,M,54.95,Kg,宽x厚
CWP00938,热轧工具钢扁钢,FB140x56,Q235B,GB/T 700-2006,GB/T 702-2008,140x56,热轧,S1,QA3,M,61.54,Kg,宽x厚
CWP00939,热轧工具钢扁钢,FB140x63,Q235B,GB/T 700-2006,GB/T 702-2008,140x63,热轧,S1,QA3,M,69.24,Kg,宽x厚
CWP00940,热轧工具钢扁钢,FB140x71,Q235B,GB/T 700-2006,GB/T 702-2008,140x71,热轧,S1,QA3,M,78.03,Kg,宽x厚
CWP00941,热轧工具钢扁钢,FB140x80,Q235B,GB/T 700-2006,GB/T 702-2008,140x80,热轧,S1,QA3,M,87.92,Kg,宽x厚
CWP00942,热轧工具钢扁钢,FB140x90,Q235B,GB/T 700-2006,GB/T 702-2008,140x90,热轧,S1,QA3,M,98.91,Kg,宽x厚
CWP00943,热轧工具钢扁钢,FB140x100,Q235B,GB/T 700-2006,GB/T 702-2008,140x100,热轧,S1,QA3,M,109.9,Kg,宽x厚
CWP00944,热轧工具钢扁钢,FB160x4,Q235B,GB/T 700-2006,GB/T 702-2008,160x4,热轧,S1,QA3,M,5.02,Kg,宽x厚
CWP00945,热轧工具钢扁钢,FB160x6,Q235B,GB/T 700-2006,GB/T 702-2008,160x6,热轧,S1,QA3,M,7.54,Kg,宽x厚
CWP00946,热轧工具钢扁钢,FB160x8,Q235B,GB/T 700-2006,GB/T 702-2008,160x8,热轧,S1,QA3,M,10.05,Kg,宽x厚
CWP00947,热轧工具钢扁钢,FB160x10,Q235B,GB/T 700-2006,GB/T 702-2008,160x10,热轧,S1,QA3,M,12.56,Kg,宽x厚
CWP00948,热轧工具钢扁钢,FB160x13,Q235B,GB/T 700-2006,GB/T 702-2008,160x13,热轧,S1,QA3,M,16.33,Kg,宽x厚
CWP00949,热轧工具钢扁钢,FB160x16,Q235B,GB/T 700-2006,GB/T 702-2008,160x16,热轧,S1,QA3,M,20.1,Kg,宽x厚
CWP00950,热轧工具钢扁钢,FB160x18,Q235B,GB/T 700-2006,GB/T 702-2008,160x18,热轧,S1,QA3,M,22.61,Kg,宽x厚
CWP00951,热轧工具钢扁钢,FB160x20,Q235B,GB/T 700-2006,GB/T 702-2008,160x20,热轧,S1,QA3,M,25.12,Kg,宽x厚
CWP00952,热轧工具钢扁钢,FB160x23,Q235B,GB/T 700-2006,GB/T 702-2008,160x23,热轧,S1,QA3,M,28.89,Kg,宽x厚
CWP00953,热轧工具钢扁钢,FB160x25,Q235B,GB/T 700-2006,GB/T 702-2008,160x25,热轧,S1,QA3,M,31.4,Kg,宽x厚
CWP00954,热轧工具钢扁钢,FB160x28,Q235B,GB/T 700-2006,GB/T 702-2008,160x28,热轧,S1,QA3,M,35.17,Kg,宽x厚
CWP00955,热轧工具钢扁钢,FB160x32,Q235B,GB/T 700-2006,GB/T 702-2008,160x32,热轧,S1,QA3,M,40.19,Kg,宽x厚
CWP00956,热轧工具钢扁钢,FB160x36,Q235B,GB/T 700-2006,GB/T 702-2008,160x36,热轧,S1,QA3,M,45.22,Kg,宽x厚
CWP00957,热轧工具钢扁钢,FB160x40,Q235B,GB/T 700-2006,GB/T 702-2008,160x40,热轧,S1,QA3,M,50.24,Kg,宽x厚
CWP00958,热轧工具钢扁钢,FB160x45,Q235B,GB/T 700-2006,GB/T 702-2008,160x45,热轧,S1,QA3,M,56.52,Kg,宽x厚
